job,marital,education,age,balance,homeowner,loans,ln_default,day,contact,month,duration,campaign,pdays,previous,poutcome,RESP
self-employed,married,tertiary,59,34247,1.0,0.0,0.0,17,cellular,nov,66,2,-1,0,unknown,0
technician,married,tertiary,55,0,0.0,0.0,0.0,17,cellular,nov,501,1,-1,0,unknown,0
self-employed,married,secondary,53,248,0.0,1.0,0.0,17,cellular,nov,99,1,126,3,failure,0
admin.,married,secondary,49,0,1.0,0.0,0.0,17,cellular,nov,201,1,-1,0,unknown,0
entrepreneur,married,tertiary,39,2,1.0,0.0,0.0,17,cellular,nov,180,1,-1,0,unknown,0
technician,married,secondary,52,1818,0.0,1.0,0.0,17,cellular,nov,189,2,111,4,failure,0
management,divorced,tertiary,36,3837,1.0,0.0,0.0,17,cellular,nov,184,1,193,1,success,0
admin.,divorced,secondary,50,202,0.0,1.0,0.0,17,cellular,nov,148,1,-1,0,unknown,0
management,married,secondary,38,242,0.0,0.0,0.0,17,cellular,nov,88,2,-1,0,unknown,0
entrepreneur,single,tertiary,35,16,0.0,0.0,0.0,17,cellular,nov,158,2,-1,0,unknown,0
admin.,married,tertiary,37,0,1.0,0.0,0.0,17,cellular,nov,65,2,119,1,failure,0
management,married,tertiary,52,11650,1.0,0.0,0.0,17,cellular,nov,48,1,-1,0,unknown,0
management,married,tertiary,44,58,1.0,0.0,0.0,17,cellular,nov,48,1,126,3,failure,0
management,divorced,tertiary,59,3552,1.0,0.0,0.0,17,cellular,nov,690,1,123,7,other,0
technician,single,unknown,43,572,0.0,0.0,0.0,17,cellular,nov,80,2,-1,0,unknown,0
admin.,married,secondary,32,0,1.0,1.0,0.0,17,cellular,nov,159,2,195,2,failure,0
admin.,married,secondary,37,131,0.0,0.0,0.0,17,cellular,nov,48,2,-1,0,unknown,0
retired,married,secondary,53,38,1.0,0.0,0.0,17,cellular,nov,89,1,-1,0,unknown,0
self-employed,single,tertiary,33,2155,0.0,0.0,0.0,17,cellular,nov,295,1,-1,0,unknown,0
self-employed,married,tertiary,35,560,1.0,0.0,0.0,17,cellular,nov,46,1,-1,0,unknown,0
management,married,tertiary,41,20,1.0,0.0,0.0,17,cellular,nov,99,1,151,2,failure,0
services,married,secondary,37,-954,1.0,0.0,1.0,17,cellular,nov,69,1,180,3,failure,0
housemaid,married,primary,43,0,0.0,1.0,0.0,17,cellular,nov,836,1,129,2,failure,0
blue-collar,married,primary,51,230,1.0,0.0,0.0,17,cellular,nov,174,1,195,1,failure,0
management,married,tertiary,56,505,1.0,1.0,0.0,17,cellular,nov,171,1,172,2,failure,0
blue-collar,married,primary,44,93,1.0,0.0,0.0,17,cellular,nov,230,1,-1,0,unknown,0
technician,married,unknown,52,0,1.0,0.0,0.0,17,cellular,nov,136,1,-1,0,unknown,0
services,married,secondary,44,3843,1.0,0.0,0.0,17,cellular,nov,70,1,150,2,other,0
management,single,primary,56,109,0.0,1.0,0.0,17,telephone,nov,124,1,129,18,other,0
management,single,tertiary,34,2347,0.0,1.0,0.0,17,cellular,nov,555,1,-1,0,unknown,0
blue-collar,married,secondary,36,1392,0.0,1.0,0.0,17,cellular,nov,231,1,-1,0,unknown,0
retired,married,secondary,48,264,1.0,1.0,0.0,17,cellular,nov,107,2,-1,0,unknown,0
management,married,tertiary,59,3640,0.0,0.0,0.0,17,cellular,nov,226,2,-1,0,unknown,0
management,married,tertiary,58,1831,0.0,0.0,0.0,17,cellular,nov,1531,1,-1,0,unknown,0
management,divorced,tertiary,49,1904,0.0,1.0,0.0,17,cellular,nov,131,2,-1,0,unknown,0
technician,married,secondary,47,734,1.0,0.0,0.0,17,cellular,nov,92,3,-1,0,unknown,0
management,married,tertiary,37,620,1.0,0.0,0.0,17,cellular,nov,93,3,-1,0,unknown,0
self-employed,married,tertiary,39,5,1.0,0.0,0.0,17,cellular,nov,118,2,131,1,other,0
technician,married,secondary,38,821,1.0,1.0,0.0,17,cellular,nov,224,2,180,1,failure,0
technician,married,secondary,31,0,1.0,0.0,0.0,17,cellular,nov,326,2,-1,0,unknown,0
management,married,tertiary,50,4654,0.0,0.0,0.0,17,cellular,nov,251,2,-1,0,unknown,0
technician,married,primary,42,275,0.0,0.0,0.0,17,cellular,nov,295,2,109,9,failure,0
management,single,tertiary,34,1049,1.0,0.0,0.0,17,cellular,nov,101,2,129,1,failure,0
blue-collar,married,secondary,51,1414,1.0,0.0,0.0,17,unknown,nov,422,3,186,2,failure,0
admin.,married,secondary,59,2145,0.0,0.0,0.0,17,telephone,nov,273,2,-1,0,unknown,0
management,married,tertiary,41,653,1.0,0.0,0.0,17,telephone,nov,60,2,-1,0,unknown,0
blue-collar,married,secondary,43,-210,1.0,0.0,0.0,17,cellular,nov,523,2,-1,0,unknown,0
technician,single,secondary,30,163,1.0,0.0,0.0,17,cellular,nov,72,3,-1,0,unknown,0
blue-collar,married,primary,38,0,1.0,0.0,0.0,17,cellular,nov,78,2,193,2,failure,0
admin.,married,secondary,49,1058,0.0,0.0,0.0,17,telephone,nov,291,3,-1,0,unknown,0
management,single,tertiary,38,11971,1.0,0.0,0.0,17,unknown,nov,609,2,101,3,failure,0
management,single,tertiary,41,7595,0.0,0.0,0.0,17,cellular,nov,1121,2,-1,0,unknown,0
management,married,secondary,47,794,1.0,1.0,0.0,17,cellular,nov,564,2,-1,0,unknown,0
housemaid,married,primary,56,1168,0.0,0.0,0.0,17,telephone,nov,673,2,-1,0,unknown,0
retired,married,tertiary,53,2269,0.0,0.0,0.0,17,cellular,nov,1091,2,150,1,success,1
blue-collar,married,secondary,41,271,1.0,0.0,0.0,17,cellular,nov,148,2,172,2,failure,0
technician,married,secondary,57,1158,0.0,0.0,0.0,17,unknown,nov,204,2,109,21,other,0
management,married,secondary,47,0,1.0,1.0,0.0,17,cellular,nov,124,2,-1,0,unknown,0
management,divorced,tertiary,48,-478,1.0,0.0,0.0,17,cellular,nov,87,5,167,6,failure,0
management,married,tertiary,54,3795,1.0,1.0,0.0,17,cellular,nov,227,2,119,1,failure,0
management,married,tertiary,50,463,0.0,1.0,0.0,17,cellular,nov,141,3,-1,0,unknown,0
entrepreneur,married,secondary,55,653,1.0,0.0,0.0,17,cellular,nov,193,2,186,1,failure,0
management,married,tertiary,40,486,1.0,1.0,0.0,17,cellular,nov,69,2,-1,0,unknown,0
technician,married,secondary,50,2242,0.0,0.0,0.0,17,cellular,nov,170,2,-1,0,unknown,0
technician,single,secondary,38,1255,1.0,0.0,0.0,17,cellular,nov,151,2,171,2,failure,0
technician,divorced,secondary,50,-403,0.0,1.0,0.0,17,cellular,nov,130,2,119,2,failure,0
blue-collar,married,unknown,52,2171,1.0,0.0,0.0,17,cellular,nov,567,2,-1,0,unknown,0
management,married,tertiary,43,0,1.0,0.0,0.0,17,cellular,nov,360,2,-1,0,unknown,0
blue-collar,divorced,secondary,49,23,0.0,0.0,0.0,17,cellular,nov,221,2,-1,0,unknown,0
unemployed,married,primary,42,2636,0.0,0.0,0.0,17,cellular,nov,178,2,151,1,failure,0
housemaid,married,secondary,40,1029,1.0,1.0,0.0,17,cellular,nov,117,2,117,3,failure,0
services,married,unknown,46,12839,1.0,0.0,0.0,17,cellular,nov,228,4,-1,0,unknown,0
admin.,married,secondary,50,1241,1.0,1.0,0.0,17,telephone,nov,49,2,-1,0,unknown,0
management,married,secondary,48,-1157,0.0,1.0,0.0,17,cellular,nov,125,2,-1,0,unknown,0
unemployed,single,secondary,34,0,0.0,0.0,0.0,17,cellular,nov,63,2,-1,0,unknown,0
admin.,married,secondary,38,0,0.0,0.0,0.0,17,telephone,nov,599,2,158,8,other,0
self-employed,single,tertiary,31,917,0.0,1.0,0.0,17,cellular,nov,367,3,-1,0,unknown,0
management,married,tertiary,43,1781,0.0,0.0,0.0,17,cellular,nov,69,2,-1,0,unknown,0
management,single,tertiary,51,2139,0.0,0.0,0.0,17,cellular,nov,176,2,-1,0,unknown,0
management,married,tertiary,34,815,0.0,0.0,0.0,17,cellular,nov,161,2,-1,0,unknown,0
self-employed,married,secondary,45,2278,0.0,0.0,0.0,17,unknown,nov,1735,2,-1,0,unknown,0
management,married,secondary,57,1502,0.0,0.0,0.0,17,telephone,nov,340,2,109,11,failure,0
management,married,tertiary,36,7,1.0,0.0,0.0,17,cellular,nov,501,2,-1,0,unknown,0
services,single,unknown,32,2378,0.0,0.0,0.0,17,cellular,nov,1132,2,-1,0,unknown,1
admin.,married,unknown,54,217,0.0,0.0,0.0,17,telephone,nov,110,2,-1,0,unknown,0
technician,married,secondary,51,856,0.0,0.0,0.0,17,cellular,nov,99,2,-1,0,unknown,0
technician,married,secondary,49,652,0.0,0.0,0.0,17,cellular,nov,198,2,-1,0,unknown,0
management,married,tertiary,46,1375,1.0,0.0,0.0,17,cellular,nov,308,3,-1,0,unknown,0
admin.,married,secondary,48,2707,0.0,0.0,0.0,17,cellular,nov,212,2,-1,0,unknown,0
management,single,secondary,44,3684,1.0,0.0,0.0,17,cellular,nov,35,3,-1,0,unknown,0
technician,single,secondary,30,426,1.0,0.0,0.0,17,telephone,nov,127,4,111,6,failure,0
admin.,married,secondary,35,216,1.0,1.0,0.0,17,cellular,nov,70,3,-1,0,unknown,0
management,divorced,tertiary,50,299,0.0,0.0,0.0,17,cellular,nov,666,3,-1,0,unknown,0
blue-collar,divorced,primary,40,-78,0.0,1.0,0.0,17,cellular,nov,330,2,-1,0,unknown,0
management,single,secondary,56,237,1.0,0.0,0.0,17,telephone,nov,117,3,131,4,failure,0
admin.,married,tertiary,37,1988,0.0,0.0,0.0,17,cellular,nov,397,2,-1,0,unknown,0
blue-collar,married,secondary,31,1354,1.0,1.0,0.0,17,cellular,nov,222,2,-1,0,unknown,0
technician,married,secondary,39,8,0.0,1.0,0.0,17,cellular,nov,333,2,96,2,failure,0
admin.,divorced,tertiary,50,66,1.0,0.0,0.0,17,cellular,nov,77,2,-1,0,unknown,0
entrepreneur,married,tertiary,45,1503,0.0,0.0,0.0,17,cellular,nov,212,3,-1,0,unknown,0
admin.,married,secondary,40,1565,1.0,1.0,0.0,17,cellular,nov,288,2,-1,0,unknown,0
management,married,tertiary,43,68,1.0,0.0,0.0,17,cellular,nov,31,2,-1,0,unknown,0
technician,divorced,secondary,52,0,0.0,0.0,0.0,17,telephone,nov,215,3,-1,0,unknown,0
management,married,secondary,41,3018,1.0,0.0,0.0,17,cellular,nov,536,2,-1,0,unknown,0
services,divorced,secondary,43,1043,1.0,0.0,0.0,17,cellular,nov,57,4,119,3,failure,0
self-employed,single,tertiary,34,876,1.0,0.0,0.0,17,cellular,nov,145,2,-1,0,unknown,0
admin.,divorced,secondary,35,0,1.0,1.0,0.0,17,cellular,nov,86,2,-1,0,unknown,0
services,married,secondary,42,1027,1.0,0.0,0.0,17,telephone,nov,188,2,168,2,failure,0
management,married,tertiary,44,724,1.0,0.0,0.0,17,cellular,nov,157,2,172,1,failure,0
unemployed,single,tertiary,38,324,1.0,0.0,0.0,17,cellular,nov,167,3,-1,0,unknown,0
admin.,divorced,secondary,56,3337,1.0,0.0,0.0,17,telephone,nov,99,3,-1,0,unknown,0
technician,married,unknown,54,1162,0.0,0.0,0.0,17,telephone,nov,37,2,-1,0,unknown,0
blue-collar,married,unknown,42,452,1.0,0.0,0.0,17,cellular,nov,359,2,-1,0,unknown,0
technician,married,secondary,51,614,0.0,0.0,0.0,17,cellular,nov,85,2,-1,0,unknown,0
admin.,married,secondary,41,0,1.0,0.0,0.0,17,cellular,nov,595,2,-1,0,unknown,0
blue-collar,married,secondary,44,0,1.0,0.0,0.0,17,cellular,nov,139,3,-1,0,unknown,0
blue-collar,married,secondary,36,0,1.0,0.0,0.0,17,cellular,nov,273,2,131,1,failure,0
management,married,tertiary,43,430,0.0,0.0,0.0,17,cellular,nov,44,2,-1,0,unknown,0
unemployed,married,secondary,40,219,1.0,0.0,0.0,17,cellular,nov,204,2,196,1,failure,0
management,divorced,tertiary,53,627,1.0,0.0,0.0,17,cellular,nov,102,3,-1,0,unknown,0
admin.,married,secondary,54,2935,1.0,1.0,0.0,17,cellular,nov,137,2,-1,0,unknown,0
management,married,tertiary,58,1101,0.0,0.0,0.0,17,telephone,nov,99,3,-1,0,unknown,0
management,single,secondary,41,1286,1.0,0.0,0.0,17,telephone,nov,661,4,-1,0,unknown,0
technician,married,unknown,48,2106,1.0,0.0,0.0,17,cellular,nov,499,2,195,1,failure,0
technician,divorced,secondary,53,453,0.0,0.0,0.0,17,cellular,nov,148,2,-1,0,unknown,0
technician,married,tertiary,48,1036,1.0,1.0,0.0,17,telephone,nov,71,2,-1,0,unknown,0
unemployed,married,secondary,40,1077,1.0,1.0,0.0,17,cellular,nov,148,2,-1,0,unknown,0
technician,divorced,tertiary,35,825,1.0,0.0,0.0,17,cellular,nov,273,2,-1,0,unknown,0
management,married,tertiary,43,2767,1.0,0.0,0.0,17,cellular,nov,374,1,186,7,failure,0
technician,married,secondary,40,1269,1.0,0.0,0.0,17,cellular,nov,353,1,172,1,failure,0
services,married,secondary,56,1150,0.0,1.0,0.0,17,cellular,nov,107,1,117,3,failure,0
technician,married,secondary,37,5115,1.0,0.0,0.0,17,cellular,nov,1210,2,171,4,failure,1
services,married,secondary,38,18,1.0,1.0,0.0,17,cellular,nov,118,2,-1,0,unknown,0
management,single,tertiary,56,1092,1.0,1.0,0.0,17,cellular,nov,176,3,186,4,failure,0
management,married,secondary,37,121,0.0,1.0,0.0,17,cellular,nov,211,2,151,2,failure,0
blue-collar,divorced,secondary,58,644,0.0,1.0,0.0,17,cellular,nov,220,4,109,4,failure,0
services,married,primary,38,0,1.0,0.0,0.0,17,cellular,nov,960,2,-1,0,unknown,0
housemaid,single,secondary,55,1606,0.0,0.0,0.0,17,telephone,nov,762,1,-1,0,unknown,0
management,single,secondary,43,469,1.0,0.0,0.0,17,cellular,nov,181,4,-1,0,unknown,0
management,married,tertiary,38,1680,1.0,0.0,0.0,17,cellular,nov,414,2,-1,0,unknown,0
services,divorced,secondary,51,12,1.0,0.0,0.0,17,cellular,nov,150,1,-1,0,unknown,0
entrepreneur,married,secondary,45,781,0.0,1.0,0.0,17,cellular,nov,652,2,126,2,failure,1
management,single,secondary,40,10378,1.0,0.0,0.0,17,cellular,nov,523,3,-1,0,unknown,0
blue-collar,married,secondary,34,0,1.0,0.0,0.0,17,cellular,nov,301,1,-1,0,unknown,0
retired,married,secondary,54,1826,1.0,0.0,0.0,17,cellular,nov,264,4,-1,0,unknown,0
management,married,tertiary,36,6153,0.0,0.0,0.0,17,telephone,nov,240,3,-1,0,unknown,0
technician,married,secondary,50,0,1.0,0.0,0.0,17,cellular,nov,114,4,168,2,failure,0
self-employed,married,tertiary,46,0,1.0,1.0,0.0,17,cellular,nov,258,1,-1,0,unknown,0
technician,married,secondary,42,525,0.0,0.0,0.0,17,cellular,nov,172,3,-1,0,unknown,0
admin.,married,primary,41,611,0.0,1.0,0.0,17,cellular,nov,487,1,-1,0,unknown,0
admin.,married,secondary,46,4958,1.0,0.0,0.0,17,cellular,nov,64,3,150,5,other,0
self-employed,divorced,primary,56,97,0.0,1.0,0.0,17,telephone,nov,215,1,-1,0,unknown,0
blue-collar,married,primary,43,197,1.0,0.0,0.0,17,cellular,nov,48,2,-1,0,unknown,0
technician,divorced,secondary,44,106,1.0,0.0,0.0,17,unknown,nov,17,1,175,1,failure,0
blue-collar,single,secondary,40,406,0.0,0.0,0.0,17,cellular,nov,205,2,-1,0,unknown,0
services,divorced,secondary,35,204,1.0,0.0,0.0,17,cellular,nov,295,1,186,9,other,0
services,married,secondary,58,2479,1.0,0.0,0.0,17,telephone,nov,292,1,-1,0,unknown,0
technician,single,secondary,49,-188,1.0,1.0,0.0,17,cellular,nov,454,1,-1,0,unknown,1
technician,married,secondary,48,42,1.0,1.0,0.0,17,cellular,nov,92,1,-1,0,unknown,0
management,married,tertiary,35,1485,1.0,0.0,0.0,17,cellular,nov,104,1,-1,0,unknown,0
technician,divorced,secondary,48,0,0.0,1.0,0.0,17,cellular,nov,318,1,-1,0,unknown,0
blue-collar,married,secondary,40,755,0.0,0.0,0.0,17,cellular,nov,408,1,117,1,failure,0
management,married,tertiary,42,981,1.0,0.0,0.0,17,cellular,nov,276,1,-1,0,unknown,0
self-employed,married,tertiary,55,0,0.0,0.0,0.0,17,cellular,nov,252,3,-1,0,unknown,0
self-employed,single,secondary,35,690,1.0,0.0,0.0,17,cellular,nov,1012,1,-1,0,unknown,0
housemaid,divorced,secondary,44,653,0.0,0.0,0.0,17,cellular,nov,475,1,-1,0,unknown,0
management,married,tertiary,40,1777,1.0,0.0,0.0,18,cellular,nov,81,4,-1,0,unknown,0
technician,married,secondary,50,0,1.0,1.0,0.0,18,cellular,nov,126,2,-1,0,unknown,0
self-employed,married,secondary,35,3329,0.0,0.0,0.0,18,cellular,nov,166,1,-1,0,unknown,0
technician,married,tertiary,43,1201,1.0,1.0,0.0,18,cellular,nov,82,1,97,3,failure,0
blue-collar,single,tertiary,31,761,0.0,0.0,0.0,18,telephone,nov,514,2,-1,0,unknown,1
self-employed,married,tertiary,40,3059,1.0,1.0,0.0,18,cellular,nov,41,1,182,1,failure,0
technician,married,secondary,53,530,0.0,0.0,0.0,18,cellular,nov,244,1,-1,0,unknown,0
management,married,secondary,56,0,0.0,0.0,0.0,18,telephone,nov,189,1,-1,0,unknown,0
blue-collar,married,primary,34,7673,1.0,0.0,0.0,18,cellular,nov,143,1,-1,0,unknown,0
services,single,secondary,32,148,1.0,0.0,0.0,18,cellular,nov,150,1,-1,0,unknown,0
technician,married,unknown,49,323,1.0,0.0,0.0,18,cellular,nov,41,2,-1,0,unknown,0
technician,divorced,secondary,33,751,1.0,0.0,0.0,18,cellular,nov,237,1,-1,0,unknown,0
technician,divorced,secondary,54,2868,0.0,0.0,0.0,18,cellular,nov,42,1,-1,0,unknown,0
blue-collar,married,tertiary,46,-388,0.0,0.0,1.0,18,cellular,nov,295,2,-1,0,unknown,0
entrepreneur,single,tertiary,44,1240,1.0,0.0,0.0,18,cellular,nov,88,1,-1,0,unknown,0
self-employed,married,tertiary,57,894,1.0,0.0,0.0,18,cellular,nov,79,1,-1,0,unknown,0
self-employed,married,secondary,59,201,0.0,0.0,0.0,18,cellular,nov,117,2,-1,0,unknown,0
technician,married,secondary,45,2269,1.0,0.0,0.0,18,cellular,nov,233,1,-1,0,unknown,0
housemaid,married,primary,36,4324,1.0,0.0,0.0,18,cellular,nov,139,4,127,4,failure,0
management,married,tertiary,44,756,1.0,0.0,0.0,18,cellular,nov,65,1,130,2,failure,0
blue-collar,married,secondary,49,2039,1.0,0.0,0.0,18,cellular,nov,283,2,-1,0,unknown,0
entrepreneur,married,tertiary,43,13342,1.0,0.0,0.0,18,cellular,nov,465,1,-1,0,unknown,0
blue-collar,married,secondary,37,723,1.0,0.0,0.0,18,cellular,nov,119,1,110,2,failure,0
self-employed,single,secondary,36,15,0.0,0.0,0.0,18,cellular,nov,186,2,-1,0,unknown,0
technician,married,secondary,37,195,1.0,0.0,0.0,18,cellular,nov,68,1,194,2,failure,0
blue-collar,married,secondary,42,879,1.0,0.0,0.0,18,cellular,nov,140,1,-1,0,unknown,0
technician,married,secondary,41,3275,1.0,0.0,0.0,18,cellular,nov,121,1,168,1,other,0
entrepreneur,married,tertiary,42,2249,1.0,0.0,0.0,18,telephone,nov,228,1,125,5,failure,0
technician,married,tertiary,34,7717,1.0,0.0,0.0,18,cellular,nov,386,1,-1,0,unknown,0
blue-collar,married,primary,59,162,0.0,0.0,0.0,18,telephone,nov,140,1,-1,0,unknown,0
services,married,tertiary,55,606,0.0,1.0,0.0,18,cellular,nov,114,2,-1,0,unknown,0
technician,married,secondary,53,137,0.0,1.0,0.0,18,cellular,nov,52,1,176,1,failure,0
management,single,tertiary,34,26575,0.0,0.0,0.0,18,cellular,nov,93,1,-1,0,unknown,0
services,married,secondary,34,135,1.0,0.0,0.0,18,cellular,nov,109,1,-1,0,unknown,0
self-employed,single,secondary,37,133,1.0,0.0,0.0,18,cellular,nov,207,1,-1,0,unknown,0
technician,divorced,tertiary,54,2133,0.0,0.0,0.0,18,cellular,nov,176,1,-1,0,unknown,0
blue-collar,married,secondary,34,2305,1.0,0.0,0.0,18,cellular,nov,301,1,-1,0,unknown,0
admin.,single,secondary,31,19,1.0,0.0,0.0,18,cellular,nov,1978,1,-1,0,unknown,1
management,married,tertiary,57,2101,0.0,0.0,0.0,18,cellular,nov,101,5,-1,0,unknown,0
management,married,tertiary,35,1613,1.0,0.0,0.0,18,cellular,nov,95,1,-1,0,unknown,0
housemaid,divorced,secondary,51,-76,1.0,0.0,0.0,18,cellular,nov,91,1,-1,0,unknown,0
management,married,tertiary,48,1741,1.0,1.0,0.0,18,telephone,nov,40,1,-1,0,unknown,0
technician,married,secondary,44,10888,1.0,0.0,0.0,18,cellular,nov,67,1,105,1,failure,0
management,married,tertiary,34,417,1.0,0.0,0.0,18,cellular,nov,138,1,-1,0,unknown,0
management,married,tertiary,44,0,1.0,1.0,0.0,18,cellular,nov,54,1,-1,0,unknown,0
admin.,married,secondary,41,4320,1.0,0.0,0.0,18,cellular,nov,164,1,166,2,failure,0
management,married,tertiary,35,618,1.0,0.0,0.0,18,cellular,nov,116,1,-1,0,unknown,0
management,married,tertiary,34,65,1.0,0.0,0.0,18,cellular,nov,544,1,-1,0,unknown,0
technician,married,secondary,35,4508,1.0,0.0,0.0,18,cellular,nov,854,1,-1,0,unknown,1
self-employed,divorced,secondary,56,0,0.0,0.0,0.0,18,cellular,nov,348,1,-1,0,unknown,0
blue-collar,married,secondary,39,263,1.0,0.0,0.0,18,cellular,nov,365,1,-1,0,unknown,0
management,divorced,tertiary,33,280,0.0,1.0,1.0,18,cellular,nov,155,1,-1,0,unknown,0
blue-collar,married,primary,41,1461,1.0,0.0,0.0,18,cellular,nov,290,1,165,2,success,0
technician,single,unknown,45,7108,1.0,1.0,0.0,18,cellular,nov,53,1,172,3,failure,0
entrepreneur,married,unknown,53,2496,0.0,1.0,0.0,18,cellular,nov,94,1,-1,0,unknown,0
technician,married,secondary,33,256,1.0,0.0,0.0,18,cellular,nov,76,1,-1,0,unknown,0
services,married,secondary,30,33,0.0,0.0,0.0,18,cellular,nov,36,1,-1,0,unknown,0
technician,single,tertiary,38,1674,0.0,0.0,0.0,18,cellular,nov,333,1,-1,0,unknown,0
entrepreneur,divorced,tertiary,44,316,1.0,0.0,0.0,18,cellular,nov,244,1,-1,0,unknown,0
management,married,tertiary,34,0,1.0,0.0,0.0,18,cellular,nov,244,1,-1,0,unknown,0
management,single,tertiary,36,13,0.0,1.0,0.0,18,cellular,nov,106,1,-1,0,unknown,0
management,married,secondary,48,4415,1.0,0.0,0.0,18,cellular,nov,271,1,102,6,failure,0
blue-collar,married,secondary,33,24,1.0,0.0,0.0,18,cellular,nov,184,1,-1,0,unknown,0
management,married,tertiary,31,2,1.0,0.0,0.0,18,cellular,nov,224,1,-1,0,unknown,0
technician,married,secondary,44,2126,0.0,1.0,0.0,18,cellular,nov,166,1,-1,0,unknown,0
unemployed,single,secondary,47,4819,0.0,0.0,0.0,18,cellular,nov,144,1,-1,0,unknown,0
technician,married,secondary,41,112,1.0,0.0,0.0,18,cellular,nov,55,1,-1,0,unknown,0
management,married,tertiary,58,9339,1.0,0.0,0.0,18,telephone,nov,52,3,172,3,other,0
technician,married,secondary,56,589,1.0,0.0,0.0,18,cellular,nov,208,1,26,3,success,0
admin.,single,tertiary,32,170,0.0,0.0,0.0,18,cellular,nov,74,1,-1,0,unknown,0
blue-collar,married,secondary,34,559,1.0,0.0,0.0,18,telephone,nov,47,1,193,1,other,0
admin.,single,secondary,40,0,1.0,0.0,0.0,18,cellular,nov,341,1,-1,0,unknown,0
management,married,secondary,54,2203,1.0,0.0,0.0,18,telephone,nov,151,1,-1,0,unknown,0
entrepreneur,married,secondary,48,104,1.0,1.0,0.0,18,cellular,nov,55,1,-1,0,unknown,0
admin.,married,tertiary,33,1636,1.0,1.0,0.0,18,cellular,nov,62,1,-1,0,unknown,0
technician,single,tertiary,35,172,1.0,1.0,0.0,18,cellular,nov,52,1,-1,0,unknown,0
admin.,divorced,secondary,51,390,0.0,0.0,0.0,18,telephone,nov,368,1,-1,0,unknown,0
technician,married,secondary,41,476,1.0,1.0,0.0,18,cellular,nov,132,1,-1,0,unknown,0
entrepreneur,married,secondary,41,2105,1.0,0.0,0.0,18,cellular,nov,134,1,-1,0,unknown,0
technician,married,secondary,47,93,0.0,1.0,0.0,18,cellular,nov,194,1,-1,0,unknown,0
self-employed,married,tertiary,48,16,1.0,1.0,0.0,18,cellular,nov,214,1,-1,0,unknown,0
technician,married,secondary,45,3944,1.0,0.0,0.0,18,cellular,nov,141,1,-1,0,unknown,0
management,married,tertiary,55,4982,1.0,0.0,0.0,18,telephone,nov,51,1,-1,0,unknown,0
technician,married,secondary,35,14,1.0,0.0,0.0,18,telephone,nov,23,1,-1,0,unknown,0
admin.,married,tertiary,32,2831,1.0,0.0,0.0,18,cellular,nov,278,2,-1,0,unknown,0
management,married,secondary,50,2717,1.0,0.0,0.0,18,cellular,nov,188,1,-1,0,unknown,0
management,married,tertiary,59,63,0.0,0.0,0.0,18,telephone,nov,89,1,-1,0,unknown,0
technician,married,secondary,48,6376,1.0,0.0,0.0,18,cellular,nov,56,4,-1,0,unknown,0
entrepreneur,married,tertiary,33,196,1.0,0.0,0.0,18,cellular,nov,58,1,-1,0,unknown,0
entrepreneur,divorced,secondary,38,36,0.0,0.0,0.0,18,cellular,nov,84,2,-1,0,unknown,0
technician,married,secondary,54,13,1.0,0.0,0.0,18,cellular,nov,145,2,-1,0,unknown,0
admin.,single,tertiary,39,283,1.0,0.0,0.0,18,cellular,nov,346,1,179,3,other,0
technician,married,secondary,36,154,1.0,0.0,0.0,18,cellular,nov,231,1,96,2,other,0
management,married,tertiary,49,470,0.0,0.0,0.0,18,cellular,nov,79,1,-1,0,unknown,0
management,married,tertiary,41,1199,1.0,0.0,0.0,18,cellular,nov,286,1,-1,0,unknown,0
entrepreneur,married,tertiary,51,4,1.0,0.0,1.0,18,cellular,nov,80,1,-1,0,unknown,0
entrepreneur,divorced,tertiary,37,66,0.0,0.0,0.0,18,cellular,nov,1164,2,-1,0,unknown,1
entrepreneur,single,tertiary,38,0,1.0,0.0,1.0,18,cellular,nov,120,1,-1,0,unknown,0
self-employed,married,primary,39,2165,1.0,0.0,0.0,18,cellular,nov,213,1,-1,0,unknown,0
entrepreneur,married,tertiary,33,0,1.0,1.0,0.0,18,cellular,nov,114,1,-1,0,unknown,0
management,divorced,tertiary,47,428,1.0,0.0,0.0,18,cellular,nov,116,1,167,1,other,0
entrepreneur,married,tertiary,42,257,0.0,1.0,0.0,18,cellular,nov,340,2,-1,0,unknown,0
technician,divorced,secondary,53,4856,1.0,0.0,0.0,18,cellular,nov,151,1,-1,0,unknown,0
blue-collar,married,unknown,36,722,1.0,0.0,0.0,18,cellular,nov,242,1,182,2,failure,0
admin.,single,secondary,42,-247,1.0,1.0,0.0,18,cellular,nov,104,2,28,2,success,0
admin.,married,secondary,41,16517,0.0,0.0,0.0,18,cellular,nov,1268,2,-1,0,unknown,0
technician,married,secondary,44,0,1.0,0.0,0.0,18,cellular,nov,205,1,-1,0,unknown,0
technician,married,tertiary,35,6,1.0,0.0,0.0,18,cellular,nov,47,1,-1,0,unknown,0
blue-collar,married,secondary,55,1164,0.0,0.0,0.0,18,cellular,nov,242,1,-1,0,unknown,0
technician,married,secondary,37,0,1.0,0.0,0.0,18,cellular,nov,173,1,179,6,failure,0
management,single,secondary,35,5260,1.0,0.0,0.0,18,cellular,nov,59,1,182,2,failure,0
technician,married,tertiary,38,2453,1.0,1.0,0.0,18,cellular,nov,108,1,-1,0,unknown,0
