job,marital,education,age,balance,homeowner,loans,default,contact,length,campaign,pdays,previous,poutcome,RESP,samp#,Rnad #,num
management,married,secondary,52,3258,0,0,0,0,234,3,-1,0,2,0,1,0.719561922,0
unemployed,married,primary,47,122,0,1,0,0,240,3,-1,0,2,0,1,0.703727346,0
self-employed,divorced,secondary,39,-103,0,1,1,0,210,3,-1,0,2,0,1,0.967385132,0
blue-collar,married,secondary,42,230,1,0,0,0,175,7,-1,0,2,0,1,0.549399366,0
admin.,married,primary,38,3,1,1,0,0,124,2,-1,0,2,0,1,0.946254358,0
technician,divorced,secondary,60,0,0,0,0,0,105,1,-1,0,2,0,1,0.549347781,0
blue-collar,married,secondary,39,599,1,0,0,0,53,1,-1,0,2,0,1,0.928645106,0
blue-collar,single,secondary,41,656,0,0,0,0,178,1,-1,0,2,0,1,0.947240598,0
services,married,secondary,36,1328,1,0,0,0,82,4,-1,0,2,0,1,0.677926145,0
services,single,secondary,37,2571,0,0,0,0,40,2,-1,0,2,0,1,0.811833716,0
services,married,primary,56,444,1,0,0,0,432,1,-1,0,2,0,1,0.954790519,0
entrepreneur,married,secondary,54,2791,0,0,0,0,94,1,-1,0,2,0,1,0.933855573,0
services,single,secondary,40,546,1,0,0,0,219,1,-1,0,2,0,1,0.641733197,0
blue-collar,married,primary,37,27,0,0,0,0,80,1,-1,0,2,0,1,0.655090285,0
blue-collar,married,secondary,28,708,1,0,0,0,339,5,-1,0,2,0,1,0.511542301,0
management,divorced,tertiary,44,0,0,0,0,0,373,1,-1,0,2,0,1,0.617072093,0
management,married,tertiary,54,884,1,0,0,0,91,1,-1,0,2,0,1,0.622435274,0
technician,single,tertiary,30,799,1,1,0,0,91,18,-1,0,2,0,1,0.929710055,0
blue-collar,married,primary,39,0,0,0,0,0,178,1,-1,0,2,0,1,0.850091803,0
admin.,married,secondary,26,710,1,1,0,0,1276,2,-1,0,2,1,1,0.740274247,0
admin.,married,secondary,28,-156,1,0,0,0,161,5,-1,0,2,0,1,0.885893956,0
blue-collar,divorced,primary,48,0,0,0,0,0,248,2,-1,0,2,0,1,0.866481987,0
technician,single,secondary,29,778,1,0,0,0,1994,2,-1,0,2,0,1,0.686909537,0
admin.,single,secondary,38,3823,0,0,0,0,81,5,-1,0,2,0,1,0.989716666,0
entrepreneur,married,primary,58,1657,0,0,0,0,172,2,-1,0,2,0,1,0.716221179,0
technician,married,tertiary,60,0,0,0,0,0,320,1,-1,0,2,0,1,0.971340044,0
management,single,tertiary,30,329,1,0,0,0,122,16,-1,0,2,0,1,0.939133892,0
unknown,married,unknown,46,613,0,0,0,0,51,1,-1,0,2,0,1,0.959298464,0
management,divorced,tertiary,58,1266,0,1,0,0,164,1,-1,0,2,0,1,0.94002391,0
entrepreneur,married,primary,41,406,0,0,0,0,272,1,-1,0,2,0,1,0.697271954,0
entrepreneur,married,tertiary,51,5403,0,0,0,0,42,1,-1,0,2,0,1,0.799044711,0
housemaid,married,primary,51,1521,0,0,0,0,24,1,-1,0,2,0,1,0.664768099,0
blue-collar,married,secondary,35,3595,0,0,0,0,30,1,-1,0,2,0,1,0.758808269,0
technician,single,secondary,36,300,1,0,0,0,358,1,-1,0,2,0,1,0.505198791,0
housemaid,divorced,secondary,59,45141,0,0,0,0,42,1,-1,0,2,0,1,0.517461174,0
technician,married,secondary,34,139,1,1,0,0,52,13,-1,0,2,0,1,0.668215736,0
self-employed,married,tertiary,32,189,1,0,0,0,106,2,-1,0,2,0,1,0.726453729,0
self-employed,single,tertiary,36,2000,0,0,0,0,94,1,-1,0,2,0,1,0.670537368,0
blue-collar,married,secondary,46,425,1,0,0,0,168,3,-1,0,2,0,1,0.982907972,0
self-employed,married,secondary,52,9,0,1,0,0,44,1,-1,0,2,0,1,0.709299845,0
blue-collar,married,primary,57,679,1,0,0,0,78,3,-1,0,2,0,1,0.955566294,0
management,married,tertiary,40,406,0,0,0,0,262,1,-1,0,2,0,1,0.662250399,0
unemployed,married,primary,48,5462,0,0,0,0,29,4,-1,0,2,0,1,0.695727722,0
entrepreneur,divorced,tertiary,36,914,0,0,0,0,219,1,-1,0,2,0,1,0.935607677,0
technician,married,secondary,56,359,1,0,0,0,220,4,-1,0,2,0,1,0.510369331,0
admin.,single,secondary,41,84,1,0,0,0,238,3,-1,0,2,0,1,0.588652057,0
management,single,tertiary,49,53,0,0,0,0,133,3,-1,0,2,0,1,0.846327822,0
self-employed,single,secondary,46,2899,0,0,0,0,40,1,-1,0,2,0,1,0.931717123,0
entrepreneur,married,tertiary,48,810,0,0,0,0,383,1,-1,0,2,0,1,0.845310219,0
self-employed,married,tertiary,59,10360,0,0,0,0,37,1,-1,0,2,0,1,0.86387292,0
services,married,secondary,48,328,0,0,0,0,189,1,-1,0,2,0,1,0.517199537,0
unemployed,divorced,secondary,56,763,0,0,0,0,181,2,-1,0,2,0,1,0.745870984,0
technician,married,secondary,50,8001,0,0,0,0,52,1,-1,0,2,0,1,0.873174954,0
technician,single,tertiary,37,1309,0,0,0,0,442,2,-1,0,2,0,1,0.700711098,0
blue-collar,single,unknown,35,871,1,0,0,0,216,3,-1,0,2,0,1,0.525324548,0
admin.,single,secondary,25,0,1,0,0,0,172,2,-1,0,2,0,1,0.800267813,0
management,single,tertiary,30,1636,0,0,0,0,301,2,-1,0,2,0,1,0.656762167,0
housemaid,divorced,secondary,49,630,0,0,0,0,415,2,-1,0,2,0,1,0.955855575,0
blue-collar,divorced,secondary,37,33,1,0,0,0,326,1,-1,0,2,0,1,0.766755986,0
technician,married,secondary,46,0,0,0,0,0,186,2,-1,0,2,0,1,0.757730008,0
services,single,secondary,40,2936,0,0,0,0,473,2,-1,0,2,0,1,0.823867978,0
housemaid,single,tertiary,36,561,0,0,0,0,274,2,-1,0,2,0,1,0.728529655,0
housemaid,single,secondary,39,2022,0,0,0,0,105,1,-1,0,2,0,1,0.776863029,0
housemaid,married,primary,55,1870,0,0,0,0,152,1,-1,0,2,0,1,0.54423627,0
housemaid,divorced,unknown,49,2754,0,0,0,0,18,2,-1,0,2,0,1,0.985315164,0
self-employed,married,tertiary,45,510,0,0,0,0,639,2,-1,0,2,0,1,0.730428854,0
blue-collar,single,primary,29,213,1,0,0,0,2653,3,-1,0,2,1,1,0.712014838,0
blue-collar,married,secondary,50,464,0,1,0,0,426,2,-1,0,2,0,1,0.622353484,0
technician,single,secondary,39,201,0,1,0,0,148,4,-1,0,2,0,1,0.7587753,0
housemaid,single,secondary,45,5287,0,0,0,0,252,2,-1,0,2,0,1,0.753825344,0
blue-collar,married,secondary,37,1,0,0,0,0,44,2,-1,0,2,0,1,0.838588803,0
blue-collar,single,secondary,28,3430,1,0,0,0,72,6,-1,0,2,0,1,0.571116308,0
retired,single,primary,46,1190,0,0,0,0,316,2,-1,0,2,0,1,0.510558191,0
entrepreneur,single,tertiary,33,327,1,1,0,0,562,2,-1,0,2,0,1,0.775753667,0
blue-collar,single,tertiary,28,727,1,0,0,0,144,4,-1,0,2,0,1,0.787278577,0
management,single,tertiary,31,2296,1,0,0,0,49,8,-1,0,2,0,1,0.506538079,0
blue-collar,married,secondary,30,3653,1,1,0,0,167,4,-1,0,2,0,1,0.623830611,0
blue-collar,married,primary,49,4830,1,0,0,0,350,1,-1,0,2,0,1,0.702890245,0
technician,single,secondary,49,-97,1,0,0,0,92,2,-1,0,2,0,1,0.805331061,0
management,single,tertiary,35,68,0,0,0,0,1085,1,-1,0,2,1,1,0.993813563,0
retired,married,secondary,57,3783,1,0,0,0,198,3,-1,0,2,0,1,0.575088754,0
blue-collar,married,secondary,29,87,1,0,0,0,1330,3,-1,0,2,0,1,0.587643372,0
blue-collar,divorced,primary,35,-5,0,0,0,0,48,5,-1,0,2,0,1,0.510565154,0
technician,married,secondary,39,3050,1,0,0,0,236,7,-1,0,2,0,1,0.515750149,0
self-employed,married,tertiary,36,16430,1,0,0,0,197,3,-1,0,2,0,1,0.953595644,0
management,divorced,tertiary,47,313,1,0,0,0,114,7,-1,0,2,0,1,0.828165374,0
blue-collar,single,secondary,38,-56,1,1,0,0,247,2,-1,0,2,0,1,0.520142639,0
admin.,divorced,secondary,48,2662,0,0,0,0,298,2,-1,0,2,0,1,0.774040316,0
self-employed,married,tertiary,37,0,0,0,0,0,143,1,-1,0,2,0,1,0.62585707,0
retired,divorced,secondary,53,-200,0,1,1,0,161,1,-1,0,2,0,1,0.794231902,0
blue-collar,married,secondary,45,22928,0,0,0,0,113,1,-1,0,2,0,1,0.858181678,0
retired,married,secondary,58,610,1,0,0,0,651,1,-1,0,2,0,1,0.514846738,0
housemaid,married,primary,46,1676,0,0,0,0,56,2,-1,0,2,0,1,0.537246318,0
technician,married,secondary,60,0,1,0,0,0,280,3,-1,0,2,0,1,0.554595133,0
retired,married,secondary,60,1420,1,1,0,0,39,4,-1,0,2,0,1,0.926104642,0
technician,married,secondary,45,4639,0,0,0,0,82,2,-1,0,2,0,1,0.739814362,0
blue-collar,married,unknown,44,391,0,0,0,0,355,4,-1,0,2,0,1,0.568690152,0
management,single,tertiary,49,1,1,0,0,0,59,3,-1,0,2,0,1,0.803560521,0
blue-collar,married,secondary,28,2788,1,0,0,0,369,2,-1,0,2,1,1,0.722159998,0
blue-collar,single,primary,35,3339,1,0,0,0,304,2,-1,0,2,0,1,0.564385613,0
blue-collar,married,secondary,38,1434,0,0,0,0,396,4,-1,0,2,0,1,0.639724861,0
entrepreneur,single,tertiary,46,77,1,1,0,0,520,3,-1,0,2,0,1,0.69876959,0
blue-collar,single,primary,32,5418,1,0,0,0,25,6,-1,0,2,0,1,0.887500136,0
blue-collar,married,secondary,37,2870,1,0,0,0,94,2,-1,0,2,0,1,0.658077562,0
technician,single,tertiary,27,535,1,0,0,0,446,3,-1,0,2,0,1,0.932778368,0
unknown,single,secondary,59,3237,0,0,0,0,100,3,-1,0,2,0,1,0.568934162,0
blue-collar,married,primary,58,9200,0,0,0,0,233,2,-1,0,2,0,1,0.724401009,0
self-employed,married,primary,41,340,0,0,0,0,37,3,-1,0,2,0,1,0.733994477,0
admin.,divorced,secondary,39,2610,0,0,0,0,67,5,-1,0,2,0,1,0.692343366,0
retired,married,primary,53,17,0,1,0,0,104,2,-1,0,2,0,1,0.690938042,0
admin.,married,secondary,40,3234,0,0,0,0,82,1,-1,0,2,0,1,0.690480712,0
retired,divorced,tertiary,51,126,0,1,0,0,152,1,-1,0,2,0,1,0.760020842,0
blue-collar,married,primary,42,480,1,0,0,0,288,12,-1,0,2,0,1,0.634735293,0
blue-collar,married,secondary,28,822,1,0,0,0,209,18,-1,0,2,0,1,0.676620454,0
services,married,secondary,46,2215,0,0,0,0,222,2,-1,0,2,0,1,0.516799317,0
services,single,secondary,41,260,0,0,0,0,75,1,-1,0,2,0,1,0.938163642,0
blue-collar,married,secondary,34,291,1,0,0,0,111,5,-1,0,2,0,1,0.521317446,0
unknown,married,primary,52,547,0,0,0,0,33,2,-1,0,2,0,1,0.789680524,0
blue-collar,married,secondary,37,3574,1,0,0,0,117,1,-1,0,2,0,1,0.573667151,0
technician,single,secondary,38,0,1,0,0,0,64,1,-1,0,2,0,1,0.788983978,0
blue-collar,single,primary,35,3798,0,0,0,0,19,1,-1,0,2,0,1,0.574906819,0
unemployed,married,secondary,47,2024,0,0,0,0,169,1,-1,0,2,0,1,0.500537522,0
technician,married,secondary,56,992,0,0,0,0,123,1,-1,0,2,0,1,0.664556045,0
unemployed,married,secondary,45,1603,0,0,0,0,164,2,-1,0,2,0,1,0.68480007,0
technician,married,secondary,42,6250,0,0,0,0,107,3,-1,0,2,0,1,0.783093201,0
blue-collar,married,primary,37,351,0,0,0,0,108,1,-1,0,2,0,1,0.560856078,0
housemaid,married,primary,59,0,0,0,0,0,332,1,-1,0,2,0,1,0.954560928,0
housemaid,married,tertiary,58,1280,0,1,0,0,112,1,-1,0,2,0,1,0.961983201,0
management,married,primary,42,0,0,0,0,0,108,1,-1,0,2,0,1,0.634913207,0
management,married,unknown,47,150,0,0,0,0,52,1,-1,0,2,0,1,0.660272542,0
self-employed,married,secondary,35,-3,0,0,0,0,438,5,-1,0,2,0,1,0.959722296,0
retired,divorced,primary,45,261,0,0,0,0,123,1,-1,0,2,0,1,0.862981394,0
retired,married,unknown,59,1491,0,0,0,0,157,2,-1,0,2,0,1,0.974464069,0
services,married,secondary,51,-467,0,0,0,0,216,5,-1,0,2,0,1,0.935316427,0
services,married,secondary,38,1005,1,1,0,0,152,2,-1,0,2,0,1,0.675693621,0
blue-collar,single,primary,39,1530,1,0,0,0,140,1,-1,0,2,0,1,0.898968837,0
blue-collar,single,primary,45,4289,1,0,0,0,400,1,-1,0,2,0,1,0.827389026,0
management,married,secondary,41,5585,0,0,0,0,772,1,-1,0,2,0,1,0.830402032,0
blue-collar,married,primary,41,16431,0,0,0,0,139,1,-1,0,2,0,1,0.59815419,0
admin.,married,secondary,56,2146,0,1,0,0,594,1,-1,0,2,0,1,0.573577089,0
technician,married,secondary,38,994,0,0,0,0,119,1,-1,0,2,0,1,0.574797598,0
management,married,tertiary,44,2876,0,0,0,0,125,1,-1,0,2,0,1,0.565634143,0
blue-collar,married,tertiary,39,10483,0,0,0,0,218,1,-1,0,2,0,1,0.545907928,0
housemaid,married,secondary,35,14000,0,0,0,0,121,2,-1,0,2,0,1,0.669332807,0
housemaid,married,primary,57,0,0,0,0,0,257,2,-1,0,2,0,1,0.985212901,0
management,married,unknown,47,1046,0,0,0,0,83,1,-1,0,2,0,1,0.860514248,0
blue-collar,married,secondary,38,0,1,0,0,0,254,1,-1,0,2,0,1,0.939685708,0
unemployed,married,primary,57,0,0,0,0,0,540,1,-1,0,2,0,1,0.943415961,0
management,single,secondary,38,53,0,0,0,0,280,1,-1,0,2,0,1,0.993721432,0
retired,single,primary,50,208,0,0,0,0,51,1,-1,0,2,0,1,0.584868878,0
services,married,secondary,49,3169,0,0,0,0,626,1,-1,0,2,0,1,0.509476038,0
technician,married,tertiary,47,4568,0,0,0,0,100,1,-1,0,2,0,1,0.595917137,0
management,married,secondary,55,8592,0,0,0,0,255,1,-1,0,2,0,1,0.617401848,0
management,married,primary,36,22856,0,0,0,0,1098,1,-1,0,2,0,1,0.600123883,0
housemaid,married,primary,45,1100,0,0,0,0,331,6,-1,0,2,0,1,0.837957081,0
blue-collar,married,primary,49,902,0,0,0,0,210,2,-1,0,2,0,1,0.605010101,0
housemaid,divorced,primary,60,1190,0,0,0,0,166,1,-1,0,2,0,1,0.599740411,0
technician,married,secondary,38,6975,0,0,0,0,186,3,-1,0,2,0,1,0.802402805,0
admin.,married,unknown,51,3558,1,0,0,0,80,3,-1,0,2,0,1,0.562087667,0
blue-collar,married,secondary,38,2423,1,0,0,0,37,1,-1,0,2,0,1,0.928455674,0
housemaid,married,primary,46,103,0,0,0,0,186,1,-1,0,2,0,1,0.98257747,0
housemaid,married,secondary,52,3034,0,0,0,0,206,2,-1,0,2,0,1,0.739552465,0
technician,married,secondary,42,0,0,0,0,0,81,1,-1,0,2,0,1,0.514915833,0
technician,single,tertiary,38,1619,0,0,0,0,324,1,-1,0,2,0,1,0.759876365,0
blue-collar,single,primary,37,5473,0,1,0,0,198,2,-1,0,2,0,1,0.804103235,0
management,married,primary,60,4895,0,0,0,0,313,1,-1,0,2,0,1,0.739848844,0
blue-collar,divorced,primary,53,4222,0,0,0,0,112,1,-1,0,2,0,1,0.508847078,0
services,divorced,secondary,56,450,0,0,0,0,47,1,-1,0,2,0,1,0.661879664,0
admin.,married,secondary,52,1004,1,0,0,0,144,1,-1,0,2,0,1,0.65326315,0
blue-collar,married,primary,45,900,1,0,0,0,213,1,-1,0,2,0,1,0.70089623,0
management,married,secondary,58,835,0,0,0,0,164,1,-1,0,2,0,1,0.865230317,0
housemaid,divorced,primary,57,0,0,0,0,0,97,1,-1,0,2,0,1,0.694700376,0
housemaid,married,primary,52,5137,0,0,0,0,199,1,-1,0,2,0,1,0.556515175,0
admin.,single,secondary,45,276,0,1,0,0,346,2,-1,0,2,0,1,0.58580224,0
retired,married,primary,60,17413,0,0,0,0,200,1,-1,0,2,0,1,0.600993034,0
entrepreneur,married,tertiary,40,3571,0,0,0,0,222,3,-1,0,2,0,1,0.613314535,0
services,married,secondary,37,718,0,1,0,0,215,3,-1,0,2,0,1,0.883248699,0
housemaid,married,secondary,49,81,0,1,0,0,493,2,-1,0,2,0,1,0.737899184,0
management,married,primary,57,595,0,0,0,0,188,2,-1,0,2,0,1,0.709951562,0
blue-collar,divorced,primary,56,3021,0,0,0,0,419,2,-1,0,2,0,1,0.912570438,0
management,married,secondary,49,321,0,0,0,0,135,3,-1,0,2,0,1,0.91908671,0
self-employed,divorced,secondary,37,3467,0,0,0,0,185,2,-1,0,2,0,1,0.827059593,0
services,married,secondary,37,651,0,0,0,0,220,2,-1,0,2,0,1,0.877612985,0
housemaid,married,primary,59,5501,0,0,0,0,172,4,-1,0,2,0,1,0.894443616,0
services,married,secondary,36,136,0,0,0,0,244,3,-1,0,2,0,1,0.686963072,0
admin.,divorced,secondary,39,765,0,0,0,0,155,3,-1,0,2,0,1,0.990439665,0
services,single,secondary,43,532,1,0,0,0,216,2,-1,0,2,0,1,0.926232412,0
entrepreneur,single,secondary,41,3216,0,0,0,0,718,3,-1,0,2,0,1,0.776009812,0
self-employed,single,tertiary,36,4844,0,0,0,0,1137,3,-1,0,2,1,1,0.987681415,0
services,divorced,primary,57,1367,0,0,0,0,144,3,-1,0,2,0,1,0.628481391,0
housemaid,married,secondary,57,992,0,0,0,0,329,3,-1,0,2,0,1,0.876016534,0
blue-collar,married,secondary,35,3015,1,0,0,0,753,2,-1,0,2,0,1,0.775920595,0
retired,single,primary,54,767,0,0,0,0,42,2,-1,0,2,0,1,0.935292873,0
technician,divorced,secondary,40,2394,0,0,0,0,75,4,-1,0,2,0,1,0.887024618,0
services,married,secondary,39,1367,1,0,0,0,53,4,-1,0,2,0,1,0.775962939,0
retired,married,secondary,61,173,0,0,0,0,182,2,-1,0,2,0,1,0.988049862,0
management,married,secondary,53,2522,0,0,0,0,478,2,-1,0,2,0,1,0.531570093,0
blue-collar,married,primary,46,10333,1,0,0,0,579,4,-1,0,2,0,1,0.562136515,0
blue-collar,married,primary,45,408,0,0,0,0,253,2,-1,0,2,0,1,0.974773613,0
entrepreneur,married,unknown,48,3233,0,0,0,0,66,6,-1,0,2,0,1,0.942889563,0
blue-collar,single,primary,35,-269,1,0,0,0,96,10,-1,0,2,0,1,0.588936504,0
housemaid,married,primary,50,3056,0,0,0,0,95,3,-1,0,2,0,1,0.924741712,0
housemaid,married,secondary,45,513,0,0,0,0,126,3,-1,0,2,0,1,0.517948568,0
services,single,secondary,38,1076,0,0,0,0,69,6,-1,0,2,0,1,0.689743005,0
blue-collar,married,secondary,49,59,1,0,0,0,154,10,-1,0,2,0,1,0.563143812,0
services,married,secondary,35,0,0,0,0,0,115,4,-1,0,2,0,1,0.522559936,0
blue-collar,single,secondary,35,406,1,0,0,0,126,12,-1,0,2,0,1,0.998608033,0
technician,divorced,secondary,43,-191,0,0,0,0,76,3,-1,0,2,0,1,0.53015584,0
entrepreneur,married,tertiary,42,5345,0,0,0,0,878,3,-1,0,2,1,1,0.999371814,0
management,married,tertiary,37,1393,0,1,0,0,129,3,-1,0,2,0,1,0.550249667,0
blue-collar,married,primary,47,4157,0,0,0,0,90,3,-1,0,2,0,1,0.905897798,0
blue-collar,married,primary,45,13117,0,0,0,0,42,2,-1,0,2,0,1,0.547952456,0
management,married,tertiary,44,13893,0,0,0,0,29,2,-1,0,2,0,1,0.595672357,0
admin.,married,secondary,42,105,0,0,0,0,1159,4,-1,0,2,1,1,0.966662761,0
management,married,tertiary,50,396,0,0,0,0,62,2,-1,0,2,0,1,0.979332731,0
retired,single,secondary,53,1846,0,0,0,0,95,1,-1,0,2,0,1,0.872231756,0
technician,married,secondary,54,2500,0,0,0,0,62,2,-1,0,2,0,1,0.703962653,0
blue-collar,married,primary,50,811,0,0,0,0,103,3,-1,0,2,0,1,0.762523748,0
blue-collar,married,primary,49,238,0,0,0,0,204,1,-1,0,2,0,1,0.779142695,0
management,married,tertiary,59,1574,0,0,0,0,181,1,-1,0,2,0,1,0.61954531,0
entrepreneur,divorced,tertiary,45,1273,1,1,0,0,197,3,-1,0,2,0,1,0.719596564,0
technician,single,tertiary,49,2585,0,0,0,0,64,1,-1,0,2,0,1,0.578377089,0
blue-collar,married,unknown,60,3538,0,0,0,0,261,1,-1,0,2,0,1,0.53668788,0
retired,married,unknown,52,293,0,0,0,0,706,1,-1,0,2,1,1,0.970246583,0
admin.,married,primary,58,2232,0,0,0,0,219,1,-1,0,2,0,1,0.630815388,0
admin.,single,unknown,51,196,0,0,0,0,98,1,-1,0,2,0,1,0.852732621,0
services,divorced,secondary,49,725,0,0,0,0,275,2,-1,0,2,0,1,0.777297302,0
self-employed,married,secondary,37,883,0,0,0,0,153,1,-1,0,2,0,1,0.904799704,0
housemaid,married,primary,42,16,0,0,1,0,79,1,-1,0,2,0,1,0.933343557,0
management,married,unknown,58,0,0,0,0,0,145,1,-1,0,2,0,1,0.64492522,0
services,divorced,secondary,37,532,1,0,0,0,199,1,-1,0,2,0,1,0.6172276,0
admin.,married,unknown,37,463,1,0,0,0,158,1,-1,0,2,0,1,0.924710582,0
management,married,tertiary,43,5523,0,0,0,0,78,1,-1,0,2,0,1,0.600203819,0
blue-collar,married,secondary,38,361,1,0,0,0,601,1,-1,0,2,0,1,0.800623387,0
services,divorced,primary,57,362,0,0,0,0,187,1,-1,0,2,0,1,0.878400223,0
blue-collar,single,secondary,31,-9,1,1,1,0,115,16,-1,0,2,0,1,0.751675175,0
unemployed,divorced,secondary,40,0,0,0,0,0,473,1,-1,0,2,0,1,0.604992362,0
blue-collar,married,primary,38,8637,1,0,0,0,119,1,-1,0,2,0,1,0.897767489,0
management,single,tertiary,36,0,0,0,0,0,33,1,-1,0,2,0,1,0.549497842,0
management,married,tertiary,45,1866,0,0,0,0,116,7,-1,0,2,0,1,0.912840409,0
housemaid,divorced,primary,45,544,0,0,0,0,110,1,-1,0,2,0,1,0.914713599,0
blue-collar,divorced,secondary,49,1869,0,1,0,0,257,1,-1,0,2,0,1,0.713138904,0
blue-collar,married,secondary,40,11084,0,0,0,0,113,1,-1,0,2,0,1,0.756196569,0
blue-collar,married,primary,25,-83,1,0,0,0,211,17,-1,0,2,0,1,0.70542592,0
housemaid,married,primary,57,2234,0,0,0,0,201,5,-1,0,2,0,1,0.726936292,0
management,married,secondary,48,397,0,0,0,0,389,6,-1,0,2,0,1,0.731356549,0
entrepreneur,married,tertiary,43,396,0,0,0,0,105,3,-1,0,2,0,1,0.679232564,0
housemaid,married,secondary,60,3587,0,0,0,0,133,2,-1,0,2,0,1,0.771177707,0
retired,married,primary,43,7298,0,0,0,0,36,2,-1,0,2,0,1,0.94607146,0
admin.,single,tertiary,39,23,0,0,0,0,162,3,-1,0,2,0,1,0.788692855,0
services,married,secondary,40,1325,0,0,0,0,150,2,-1,0,2,0,1,0.997611208,0
blue-collar,married,primary,37,587,0,0,0,0,126,2,-1,0,2,0,1,0.795540292,0
technician,single,tertiary,35,18,1,1,0,0,111,10,-1,0,2,0,1,0.905046611,0
management,married,tertiary,35,810,0,0,0,0,124,4,-1,0,2,0,1,0.580530303,0
self-employed,married,tertiary,39,0,0,0,0,0,904,4,-1,0,2,0,1,0.609743819,0
blue-collar,single,tertiary,38,797,1,0,0,0,124,4,-1,0,2,0,1,0.609854205,0
blue-collar,married,primary,44,321,1,0,0,0,59,8,-1,0,2,0,1,0.65711446,0
services,married,secondary,45,1306,0,0,0,0,125,3,-1,0,2,0,1,0.523095988,0
unemployed,married,unknown,52,83,1,0,0,0,26,29,-1,0,2,0,1,0.92054454,0
technician,single,secondary,43,59,1,0,0,0,107,19,-1,0,2,0,1,0.653828614,0
management,married,tertiary,55,10957,0,0,0,0,514,4,-1,0,2,0,1,0.59726023,0
technician,married,secondary,40,240,0,0,0,0,68,4,-1,0,2,0,1,0.709612496,0
blue-collar,married,secondary,34,352,1,0,0,0,52,3,-1,0,2,0,1,0.660509105,0
blue-collar,single,primary,38,1691,0,0,0,0,265,3,-1,0,2,0,1,0.53405461,0
blue-collar,married,secondary,35,728,1,0,0,0,410,16,-1,0,2,0,1,0.641379809,0
blue-collar,married,secondary,37,1590,0,0,0,0,305,2,-1,0,2,0,1,0.950409412,0
admin.,married,secondary,55,3664,0,1,0,0,423,2,-1,0,2,0,1,0.610470455,0
services,married,secondary,39,257,1,0,0,0,171,1,-1,0,2,0,1,0.84429601,0
blue-collar,married,primary,46,642,0,0,0,0,110,4,-1,0,2,0,1,0.961345306,0
retired,married,secondary,53,340,1,0,0,0,138,1,-1,0,2,0,1,0.836612003,0
blue-collar,divorced,primary,56,596,0,0,0,0,123,1,-1,0,2,0,1,0.789471696,0
services,married,secondary,41,4283,1,0,0,0,112,1,-1,0,2,0,1,0.54465645,0
blue-collar,married,primary,45,714,0,0,0,0,108,1,-1,0,2,0,1,0.727210252,0
blue-collar,divorced,primary,35,0,0,0,0,0,200,1,-1,0,2,0,1,0.684410571,0
unemployed,married,primary,36,0,0,0,0,0,107,1,-1,0,2,0,1,0.586167235,0
technician,married,tertiary,46,53,0,0,0,0,12,3,-1,0,2,0,1,0.57094404,0
services,single,primary,36,183,0,0,0,0,167,5,-1,0,2,0,1,0.866312031,0
blue-collar,married,unknown,57,108,0,0,0,0,98,1,-1,0,2,0,1,0.669202184,0
self-employed,married,tertiary,53,4397,1,0,0,0,252,1,-1,0,2,0,1,0.940495326,0
unknown,single,unknown,50,490,0,0,0,0,189,1,-1,0,2,0,1,0.77680663,0
entrepreneur,married,secondary,55,113,1,0,0,0,186,1,-1,0,2,0,1,0.794029008,0
blue-collar,married,primary,50,260,1,0,0,0,237,1,-1,0,2,0,1,0.885933723,0
blue-collar,married,primary,54,1087,1,0,0,0,77,1,-1,0,2,0,1,0.65484019,0
blue-collar,married,secondary,39,1367,0,0,0,0,43,1,-1,0,2,0,1,0.837652544,0
blue-collar,married,secondary,36,753,1,0,0,0,351,1,-1,0,2,0,1,0.769639424,0
retired,married,secondary,59,3353,0,0,0,0,148,1,-1,0,2,0,1,0.828406063,0
unknown,single,secondary,42,1456,0,0,0,0,56,1,-1,0,2,0,1,0.845439426,0
blue-collar,single,secondary,48,580,1,0,0,0,185,2,-1,0,2,0,1,0.754291049,0
retired,married,secondary,55,2312,0,0,0,0,60,1,-1,0,2,0,1,0.607598056,0
blue-collar,married,secondary,40,952,0,1,0,0,140,1,-1,0,2,0,1,0.574564088,0
blue-collar,married,primary,43,0,0,0,0,0,30,1,-1,0,2,0,1,0.525966126,0
management,married,primary,58,0,0,0,0,0,77,6,-1,0,2,0,1,0.579876401,0
blue-collar,divorced,primary,41,1887,0,0,0,0,168,2,-1,0,2,0,1,0.736500137,0
housemaid,single,tertiary,47,3727,0,0,0,0,993,6,-1,0,2,1,1,0.574547817,0
services,married,secondary,38,702,1,0,0,0,143,1,-1,0,2,0,1,0.806246766,0
unknown,married,unknown,52,1317,0,0,0,0,58,1,-1,0,2,0,1,0.836766868,0
management,married,primary,36,5427,0,0,0,0,398,1,-1,0,2,0,1,0.7249076,0
housemaid,married,secondary,43,1476,0,0,0,0,216,2,-1,0,2,0,1,0.552884083,0
blue-collar,married,primary,35,1116,1,0,0,0,124,1,-1,0,2,0,1,0.882594962,0
technician,married,tertiary,50,1347,1,1,0,0,582,1,-1,0,2,0,1,0.617143279,0
blue-collar,married,primary,48,916,0,0,0,0,37,3,-1,0,2,0,1,0.773263493,0
admin.,married,secondary,35,0,0,0,0,0,88,2,-1,0,2,0,1,0.774065705,0
management,single,tertiary,44,3355,1,0,0,0,312,2,-1,0,2,0,1,0.907974367,0
