time,tweets,role
10/20/2017 1:31, Thank you @GeraldoRivera @FoxandFriends. Agree! https://t.co/8cZLdAbgzw [Media Studio] link,president
10/19/2017 10:00, Big ratings getter @seanhannity and Apprentice Champion John Rich are right now going on stage in Las Vegas for #VegasStrong. Great Show! [Twitter for iPhone] link,president
10/19/2017 9:53," The Fake News is going crazy with wacky Congresswoman Wilson(D), who was SECRETLY on a very personal call, and gave a total lie on content! [Twitter for iPhone] link",president
10/19/2017 7:21," .@foxandfriends ""Russia sent millions to Clinton Foundation"" [Twitter for iPhone] link",president
10/19/2017 6:17," Uranium deal to Russia, with Clinton help and Obama Administration knowledge, is the biggest story that Fake Media doesn't want to follow! [Twitter for iPhone] link",president
10/18/2017 10:03," ""46% of Americans think the Media is inventing stories about Trump & his Administration."" @FoxNews It is actually much worse than this! [Twitter for iPhone] link",president
10/18/2017 6:31," .@DanaPerino & @BradThor, Thank you so much for the wonderful compliment. Working hard! #MAGA https://t.co/AKWlsMsCVH [Twitter for iPhone] link",president
10/18/2017 5:49," ""20,000??21,000??22,000?? 23,000??this year...FOUR one thousand milestones this year..."" #Dow23K #MAGA https://t.co/GQ5f2eVvEI [Twitter for iPhone] link",president
10/17/2017 4:51," So much Fake News being put in dying magazines and newspapers. Only place worse may be @NBCNews, @CBSNews, @ABC and @CNN. Fiction writers! [Twitter for iPhone] link",president
10/17/2017 4:51," So much Fake News being put in dying magazines and newspapers. Only place worse may be @NBCNews, @CBSNews, @ABC and @CNN. Fiction writers! [Twitter for iPhone] link",president
10/16/2017 7:17, Art Laffer just said that he doesn't know how a Democrat could vote against the big tax cut/reform bill and live with themselves! @FoxNews [Twitter for iPhone] link,president
10/15/2017 8:25," The Failing @nytimes, in a story by Peter Baker, should have mentioned the rapid terminations by me of TPP & The Paris Accord & the fast.... [Twitter for iPhone] link",president
10/14/2017 6:22," RT @FoxNews: TONIGHT on ""Justice,"" @JudgeJeanine talks to special guests @EricTrump and @LaraLeaTrump - Tune in at 9p ET on Fox News Channe… [Twitter for iPhone] link",president
10/14/2017 4:29, RT @EricTrump: .@LaraLeaTrump and I look forward to being on @JudgeJeanine tonight at 9pm! @FoxNews #MakeAmericaGreatAgain ???????????? https://t… [Twitter for iPhone] link,president
10/13/2017 6:10," Sadly, they and others are Fake News, and the public is just beginning to figure it out! https://t.co/8B8AyA7V1s [Twitter for iPhone] link",president
10/12/2017 7:45, The Fake News Is going all out in order to demean and denigrate! Such hatred! [Twitter for iPhone] link,president
10/12/2017 7:12, People are just now starting to find out how dishonest and disgusting (FakeNews) @NBCNews is. Viewers beware. May be worse than even @CNN! [Twitter for iPhone] link,president
10/12/2017 7:12, People are just now starting to find out how dishonest and disgusting (FakeNews) @NBCNews is. Viewers beware. May be worse than even @CNN! [Twitter for iPhone] link,president
10/12/2017 5:04, Clips from tax speech and @seanhannity on @foxandfriends now. Have a great day! [Twitter for iPhone] link,president
10/11/2017 8:55," With all of the Fake News coming out of NBC and the Networks, at what point is it appropriate to challenge their License? Bad for country! [Twitter for iPhone] link",president
10/11/2017 8:45," Fake @NBCNews made up a story that I wanted a ""tenfold"" increase in our U.S. nuclear arsenal. Pure fiction, made up to demean. NBC = CNN! [Twitter for iPhone] link",president
10/11/2017 7:55, RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy! [Twitter for iPhone] link,president
10/11/2017 7:17, RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy! [Twitter for iPhone] link,president
10/11/2017 6:56, Joining @SeanHannity tonight at 9pmE on @FoxNews. Enjoy! https://t.co/RCfiJus5Rw [Twitter for iPhone] link,president
10/11/2017 5:31, It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts [Twitter for iPhone] link,president
10/11/2017 5:26," ...if Congress gives us the massive tax cuts (and reform) I am asking for, those numbers will grow by leaps and bounds. #MAGA [Twitter for iPhone] link",president
10/11/2017 4:32, I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy! [Twitter for iPhone] link,president
10/10/2017 8:15," The Fake News is at it again, this time trying to hurt one of the finest people I know, General John Kelly, by saying he will soon be..... [Twitter for iPhone] link",president
10/10/2017 7:50," The Failing @nytimes set Liddle' Bob Corker up by recording his conversation. Was made to sound a fool, and that's what I am dealing with! [Twitter for iPhone] link",president
10/5/2017 9:16, RT @FoxBusiness: #StockAlert: U.S. markets since the election https://t.co/1kwamJuizO [Twitter for iPhone] link,president
10/5/2017 6:50, Rex Tillerson never threatened to resign. This is Fake News put out by @NBCNews. Low news and reporting standards. No verification from me. [Twitter for iPhone] link,president
10/5/2017 5:59, Why Isn't the Senate Intel Committee looking into the Fake News Networks in OUR country to see why so much of our news is just made up-FAKE! [Twitter for iPhone] link,president
10/5/2017 5:30, RT @FoxNews: Geraldo Blasts 'Fake News' Reports About Trump's Visit to Puerto Rico https://t.co/9jO0D3BMvE [Twitter for iPhone] link,president
10/4/2017 10:18, The @NBCNews story has just been totally refuted by Sec. Tillerson and @VP Pence. It is #FakeNews. They should issue an apology to,president
10/4/2017 9:47, NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down! [Twitter for iPhone] link,president
10/4/2017 9:47, NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down! [Twitter for iPhone] link,president
10/4/2017 6:29," Wow, so many Fake News stories today. No matter what I do or say, they will not write or speak truth. The Fake News Media is out of control! [Twitter for iPhone] link",president
10/3/2017 7:27, RT @seanhannity: Tonight the truth about how despicable the media and the left are in America today. We will name names. 9 est Hannity Fox… [Twitter for iPhone] link,president
10/1/2017 7:22," We have done a great job with the almost impossible situation in Puerto Rico. Outside of the Fake News or politically motivated ingrates,... [Twitter for iPhone] link",president
9/30/2017 7:07, The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame! [Twitter for iPhone] link,president
9/30/2017 6:48," Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to ""get Trump."" Not fair to FR or effort! [Twitter for iPhone] link",president
9/30/2017 6:48," Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to ""get Trump."" Not fair to FR or effort! [Twitter for iPhone] link",president
9/30/2017 6:24," In analyzing the Alabama Primary race,FAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement! [Twitter for iPhone] link",president
9/30/2017 6:16," In analyzing the Alabama Primary race, Fake News always fails to mention that the candidate I endorsed went up MANY points after Election! [Twitter for iPhone] link",president
9/30/2017 5:46," Because of #FakeNews my people are not getting the credit they deserve for doing a great job. As seen here, they are ALL doing a GREAT JOB! https://t.co/1ltW2t3rwy [Media Studio] link",president
9/30/2017 2:56," @ricardorossello ......#FakeNews critics are working overtime, but we're getting great marks from the people that truly matter! #PRStrong???? [Twitter for iPhone] link",president
9/30/2017 2:53, To the people of Puerto Rico: Do not believe the #FakeNews! #PRStrong???? [Twitter for iPhone] link,president
9/30/2017 1:04," Despite the Fake News Media in conjunction with the Dems, an amazing job is being done in Puerto Rico. Great people! [Twitter for iPhone] link",president
9/29/2017 8:29, RT @EricTrump: Congratulations @SeanHannity! Looking forward to being on the show tonight at 9pmET Hannity beats Maddow - POLITICO https:/… [Twitter for iPhone] link,president
9/29/2017 8:28, RT @FoxNews: TUNE IN: @EricTrump joins @seanhannity TONIGHT at 9p ET on @FoxNews Channel! #Hannityat9 https://t.co/foDzkcAKJe [Twitter for iPhone] link,president
9/29/2017 8:24, RT @LouDobbs: #AmericaFirst- @KellyannePolls: The Middle Class & businesses will benefit from @POTUS' historic tax revolution. #Dobbs #MAGA… [Twitter for iPhone] link,president
9/27/2017 8:36," Facebook was always anti-Trump.The Networks were always anti-Trump hence,Fake News, @nytimes(apologized) & @WaPo were anti-Trump. Collusion? [Twitter for iPhone] link",president
9/27/2017 8:36," Facebook was always anti-Trump.The Networks were always anti-Trump hence,Fake News, @nytimes(apologized) & @WaPo were anti-Trump. Collusion? [Twitter for iPhone] link",president
9/27/2017 5:56, Spoke to Roy Moore of Alabama last night for the first time. Sounds like a really great guy who ran a fantastic race. He will help to #MAGA! [Twitter for iPhone] link,president
9/27/2017 2:07," Just arrived in Indianapolis, Indiana to make an announcement on #TaxReform! Together, we are going to MAKE",president
9/26/2017 8:31," ALABAMA, get out and vote for Luther Strange - he has proven to me that he will never let you down! #MAGA [Twitter for iPhone] link",president
9/26/2017 6:14, Great interview on @foxandfriends with the parents of Otto Warmbier: 1994 - 2017. Otto was tortured beyond belief by North Korea. [Twitter for iPhone] link,president
9/25/2017 5:26," .@CNN is #FakeNews. Just reported COS (John Kelly) was opposed to my stance on NFL players disrespecting FLAG, ANTHEM, COUNTRY. Total lie! [Twitter for iPhone] link",president
9/25/2017 5:26," .@CNN is #FakeNews. Just reported COS (John Kelly) was opposed to my stance on NFL players disrespecting FLAG, ANTHEM, COUNTRY. Total lie! [Twitter for iPhone] link",president
9/24/2017 2:32, Courageous Patriots have fought and died for our great American Flag --- we MUST honor and respect it! MAKE,president
9/24/2017 2:12, RT @DonnaWR8: @realDonaldTrump You can boycott our anthem WE CAN BOYCOTT YOU! #NFL #MAGA https://t.co/ryYzZnXjXE [Twitter for iPhone] link,president
9/22/2017 6:26," The greatest influence over our election was the Fake News Media ""screaming"" for Crooked Hillary Clinton. Next, she was a bad candidate! [Twitter for iPhone] link",president
9/22/2017 5:36, RT @DonnaWR8: .@POTUS #TRUMP???? & @FLOTUS?? When ALL seemed HOPELESS...YOU brought HOPE! You INSPIRE us ALL! #MAGA #Harvey @Scavino45 #USA… [Twitter for iPhone] link,president
9/20/2017 6:00, Thank you @foxandfriends - great show! [Twitter for iPhone] link,president
9/20/2017 5:42, RT @DonnaWR8: @realDonaldTrump Thank you @POTUS for believing in Us like we believed in you! #MAGA https://t.co/C476SHWd0m [Twitter for iPhone] link,president
9/20/2017 5:14, Big meetings today at the United Nations. So many interesting leaders. America First will MAKE,president
9/17/2017 8:00," Important meetings and calls scheduled for today. Military and economy are getting stronger by the day, and our enemies know it. #MAGA [Twitter for iPhone] link",president
9/17/2017 7:00, RT @dmartosko: This is the #NYTimes. Can you understand why so many reporters are cautious about working for them? https://t.co/LRJKtFNgM4 [Twitter for iPhone] link,president
9/12/2017 7:56, Fascinating to watch people writing books and major articles about me and yet they know nothing about me & have zero access. #FAKE NEWS! [Twitter for iPhone] link,president
9/10/2017 5:32," RT @seanhannity: @ericbolling To my dear friend, please know we all love you, will be here for you and your family. [Twitter for iPhone] link",president
8/31/2017 7:35, RT @FoxNews: .@KellyannePolls on Harvey recovery: We hope when it comes to basic Hurricane Harvey funding that we can rely upon a nonpartis… [Twitter for iPhone] link,president
8/30/2017 8:27," After reading the false reporting and even ferocious anger in some dying magazines, it makes me wonder, WHY? All I want to do is #MAGA! [Twitter for iPhone] link",president
8/29/2017 7:26, .@foxandfriends We are not looking to fill all of those positions. Don't need many of them - reduce size of government. @IngrahamAngle [Twitter for iPhone] link,president
8/25/2017 5:40, General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W.H. Don't believe the Fake News [Twitter for iPhone] link,president
8/24/2017 8:07," The Fake News is now complaining about my different types of back to back speeches. Well, there was Afghanistan (somber), the big Rally..... [Twitter for iPhone] link",president
8/24/2017 7:41," The Fake News is now complaining about my different types of back to back speeches. Well, their was Afghanistan (somber), the big Rally..... [Twitter for iPhone] link",president
8/23/2017 8:40, Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it! [Twitter for iPhone] link,president
8/21/2017 8:32," Thank you, the very dishonest Fake News Media is out of control! https://t.co/8J7y900VGK [Twitter for iPhone] link",president
8/21/2017 8:27, Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry! [Twitter for iPhone] link,president
8/21/2017 8:27, Jerry Falwell of Liberty University was fantastic on @foxandfriends. The Fake News should listen to what he had to say. Thanks Jerry! [Twitter for iPhone] link,president
8/20/2017 6:22, Heading back to Washington after working hard and watching some of the worst and most dishonest Fake News reporting I have ever seen! [Twitter for iPhone] link,president
8/19/2017 12:47, Steve Bannon will be a tough and smart new voice at @BreitbartNews...maybe even better than ever before. Fake News needs the competition! [Twitter for iPhone] link,president
8/18/2017 6:17," Just returned to Bedminster, NJ from Camp David. GREAT meeting on National Security, the Border and the Military! #MAGA???? https://t.co/Hjmcnnse9j [Media Studio] link",president
8/17/2017 5:32," The public is learning (even more so) how dishonest the Fake News is. They totally misrepresent what I say about hate, bigotry etc. Shame! [Twitter for iPhone] link",president
8/16/2017 6:32," RT @FoxNews: .@POTUS: ""Our infrastructure will again be the best in the world. We used to have the greatest infrastructure anywhere in the… [Twitter for iPhone] link",president
8/16/2017 6:23, RT @CLewandowski_: Please watch @foxandfriends today at 7:30,president
8/15/2017 6:03," RT @MikeHolden42: @foxandfriends @realDonaldTrump He's a fascist, so not unusual. [Twitter for iPhone] link",president
8/15/2017 6:03, RT @SLandinSoCal: @foxandfriends @realDonaldTrump Nothing can stop the #TrumpTrain?? https://t.co/PprEMbiZQa [Twitter for iPhone] link,president
8/15/2017 5:55, RT @foxandfriends: FOX NEWS EXCLUSIVE: President Trump 'seriously considering' a pardon for ex-Sheriff Joe Arpaio https://t.co/Rgw8l7i9Xl [Twitter for iPhone] link,president
8/15/2017 5:54," @foxandfriends According to report just out, President Obama knew about Russian interference 3 years ago but he didn't want to anger Russia! [Twitter for iPhone] link",president
8/15/2017 5:30," Senator Luther Strange, who is doing a great job for the people of Alabama, will be on @foxandfriends at 7:15. Tough on crime, borders etc. [Twitter for iPhone] link",president
8/14/2017 9:38," RT @foxandfriends: Sec. Mattis: If North Korea fires missile at US, it's 'game on' https://t.co/CfPL9u2I2G [Twitter for iPhone] link",president
8/14/2017 5:29, Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people! [Twitter for iPhone] link,president
8/13/2017 5:01, RT @FoxNews: .@AlanDersh: Trump Has 'More Credibility' Than Obama With North Korea https://t.co/0w1L01EL0q https://t.co/9Q3FYUmNy1 [Twitter for iPhone] link,president
8/11/2017 6:12," RT @foxandfriends: Trump fires new warning shot at McConnell, leaves door open on whether he should step down https://t.co/tJIRc0usWl [Twitter for iPhone] link",president
8/11/2017 6:12, RT @foxandfriends: Senators learn the hard way about the fallout from turning on Trump https://t.co/wq8Im1cHpy [Twitter for iPhone] link,president
8/11/2017 6:08, RT @foxandfriends: FOX NEWS ALERT: 2 US drone strikes in Somalia target Al Qaeda and Al-Shabaab https://t.co/MqrY7zbMy2 [Twitter for iPhone] link,president
8/10/2017 6:17, RT @foxandfriends: FOX NEWS ALERT: North Korea responds to U.S. with Guam attack plan as Secretary Mattis warns Kim Jung Un “he is grossly… [Twitter for iPhone] link,president
8/9/2017 6:26," RT @foxandfriends: President Trump vows America will respond to North Korean threats with ""fire & fury"" in a warning to the rogue nation ht… [Twitter for iPhone] link",president
8/9/2017 6:24, RT @foxandfriends: France vehicle attack leaves at least six soldiers injured https://t.co/bm7gevcQi2 [Twitter for iPhone] link,president
8/9/2017 6:23, RT @foxandfriends: Trump vows U.S. 'power' will meet North Korean threat https://t.co/od7Ohr51XD [Twitter for iPhone] link,president
8/9/2017 6:22, RT @foxandfriends: Millions of gallons of Mexican waste threaten Border Patrol agents https://t.co/yGAq4IgHOs [Twitter for iPhone] link,president
8/9/2017 6:22," RT @foxandfriends: U.S. Air Force jets take off from Guam for training, ensuring they can 'fight tonight' https://t.co/E4EGIyNSHP [Twitter for iPhone] link",president
8/8/2017 5:59," RT @foxandfriends: OPIOID CRISIS: Worse than we thought, with a new study showing overdose deaths were under reported https://t.co/27kLJKRX… [Twitter for iPhone] link",president
8/8/2017 5:59, RT @foxandfriends: Anthem announces it will withdraw from ObamaCare Exchange in Nevada https://t.co/d0CxeHQKwz [Twitter for iPhone] link,president
8/8/2017 5:41, RT @foxandfriends: U.S. spy satellites detect North Korea moving anti-ship cruise missiles to patrol boat https://t.co/BPFXsLffgy [Twitter for iPhone] link,president
8/8/2017 1:11, RT @FoxNews: Jobs added during @POTUS' time in office. https://t.co/zD0FkFvHVx [Twitter for iPhone] link,president
8/8/2017 1:10," After 200 days, rarely has any Administration achieved what we have achieved..not even close! Don't believe the Fake News Suppression Polls! [Twitter for iPhone] link",president
8/7/2017 6:18," Hard to believe that with 24/7 #Fake News on CNN, ABC, NBC, CBS, NYTIMES & WAPO, the Trump base is getting stronger! [Twitter for iPhone] link",president
8/7/2017 6:18," Hard to believe that with 24/7 #Fake News on CNN, ABC, NBC, CBS, NYTIMES & WAPO, the Trump base is getting stronger! [Twitter for iPhone] link",president
8/7/2017 6:18," Hard to believe that with 24/7 #Fake News on CNN, ABC, NBC, CBS, NYTIMES & WAPO, the Trump base is getting stronger! [Twitter for iPhone] link",president
8/7/2017 6:04," ...and West Virginia. The fact is the Fake News Russian collusion story, record Stock Market, border security, military strength, jobs..... [Twitter for iPhone] link",president
8/7/2017 5:58," The Trump base is far bigger & stronger than ever before (despite some phony Fake News polling). Look at rallies in Penn, Iowa, Ohio....... [Twitter for iPhone] link",president
8/7/2017 5:38," The failing @nytimes, which has made every wrong prediction about me including my big election win (apologized), is totally inept! [Twitter for iPhone] link",president
8/7/2017 3:39," How much longer will the failing nytimes, with its big losses and massive unfunded liability (and non-existent sources), remain in business? [Twitter for iPhone] link",president
8/7/2017 3:15, The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea! [Twitter for iPhone] link,president
8/6/2017 8:18," The Fake News refuses to report the success of the first 6 months: S.C., surging economy & jobs,border & military security,ISIS & MS-13 etc. [Twitter for iPhone] link",president
8/5/2017 6:12, RT @FoxNews: More than 1 million jobs added since @POTUS took office. https://t.co/ZVsC9oi9Ds https://t.co/NNL1FwNMLU [Twitter for iPhone] link,president
8/4/2017 8:21," RT @paultdove: @FoxBusiness Republican Senators who are opposing the President, look at the great economic news: Americans Are Noticing! [Twitter for iPhone] link",president
8/4/2017 8:20, RT @Bet22325450ste: @FoxBusiness @foxandfriends Come on America. Get on the Trump Train. The winners already have boarded! The losers are w… [Twitter for iPhone] link,president
8/4/2017 8:18," RT @FoxBusiness: #BreakingNews: U.S. employers added 209,000 jobs in July, unemployment rate down to 4.3% #JobsReport https://t.co/mWaTLMg1… [Twitter for iPhone] link",president
8/4/2017 8:18, RT @foxandfriends: .@JudgeJeanine: There will be an uproar in this country if they end up with an indictment against a Trump family member… [Twitter for iPhone] link,president
8/4/2017 6:27," RT @dcexaminer: Emails show Washington Post, New York Times reporters unenthusiastic about covering Clinton-Lynch meeting https://t.co/PKSL… [Twitter for iPhone] link",president
8/3/2017 7:00, RT @foxandfriends: Insurers seeking huge premium hikes on ObamaCare plans https://t.co/YrUwvMKlyb [Twitter for iPhone] link,president
8/2/2017 8:29," I love the White House, one of the most beautiful buildings (homes) I have ever seen. But Fake News said I called it a dump - TOTALLY UNTRUE [Twitter for iPhone] link",president
8/1/2017 8:55, Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for me to get the truth out! [Twitter for iPhone] link,president
8/1/2017 8:03," ""Corporations have NEVER made as much money as they are making now."" Thank you Stuart Varney @foxandfriends Jobs are starting to roar,watch! [Twitter for iPhone] link",president
7/31/2017 7:29, RT @foxandfriends: .@Suffolk_Sheriff praises President Trump for making gang eradication a priority https://t.co/uNY7jBhleE [Twitter for iPhone] link,president
7/29/2017 6:15," I love reading about all of the ""geniuses"" who were so instrumental in my election success. Problem is, most don't exist. #Fake News! MAGA [Twitter for iPhone] link",president
7/27/2017 8:45," ...about then candidate Trump."" Catherine Herridge @FoxNews. So why doesn't Fake News report this? Witch Hunt! Purposely phony reporting. [Twitter for iPhone] link",president
7/27/2017 8:45," ...about then candidate Trump."" Catherine Herridge @FoxNews. So why doesn't Fake News report this? Witch Hunt! Purposely phony reporting. [Twitter for iPhone] link",president
7/27/2017 5:48," Wow, the Failing @nytimes said about @foxandfriends ""....the most powerful T.V. show in America."" [Twitter for iPhone] link",president
7/27/2017 5:48," Wow, the Failing @nytimes said about @foxandfriends ""....the most powerful T.V. show in America."" [Twitter for iPhone] link",president
7/26/2017 5:44, RT @foxandfriends: Sen. John McCain making his return to the Senate ahead of health care vote https://t.co/VuojpRpcLM [Twitter for iPhone] link,president
7/25/2017 5:03," Ukrainian efforts to sabotage Trump campaign - ""quietly working to boost Clinton."" So where is the investigation A.G. @seanhannity [Twitter for iPhone] link",president
7/24/2017 9:36, Is Fake News Washington Post being used as a lobbyist weapon against Congress to keep Politicians from looking into Amazon no-tax monopoly? [Twitter for iPhone] link,president
7/24/2017 9:28, So many stories about me in the @washingtonpost are Fake News. They are as bad as ratings challenged @CNN. Lobbyist for Amazon and taxes? [Twitter for iPhone] link,president
7/24/2017 9:28, So many stories about me in the @washingtonpost are Fake News. They are as bad as ratings challenged @CNN. Lobbyist for Amazon and taxes? [Twitter for iPhone] link,president
7/24/2017 5:40," Drain the Swamp should be changed to Drain the Sewer - it's actually much worse than anyone ever thought, and it begins with the Fake News! [Twitter for iPhone] link",president
7/23/2017 6:57," It's hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion, even if should be positive, is bad! [Twitter for iPhone] link",president
7/22/2017 6:35," While all agree the U. S. President has the complete power to pardon, why think of that when only crime so far is LEAKS against us.FAKE NEWS [Twitter for iPhone] link",president
7/22/2017 5:45," The Failing New York Times foiled U.S. attempt to kill the single most wanted terrorist,Al-Baghdadi.Their sick agenda over National Security [Twitter for iPhone] link",president
7/21/2017 8:46, Sean Spicer is a wonderful person who took tremendous abuse from the Fake News Media - but his future is bright! [Twitter for iPhone] link,president
7/18/2017 8:03, RT @FoxNews: U.S. Markets since election. https://t.co/rlWSt30GUd [Twitter for iPhone] link,president
7/18/2017 7:59, The Fake News is becoming more and more dishonest! Even a dinner arranged for top 20 leaders in Germany is made to look sinister! [Twitter for iPhone] link,president
7/18/2017 7:53," Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders, and spouses, were invited by the Chancellor of Germany. Press knew! [Twitter for iPhone] link",president
7/16/2017 6:15," With all of its phony unnamed sources & highly slanted & even fraudulent reporting, #Fake News is DISTORTING DEMOCRACY in our country! [Twitter for iPhone] link",president
7/16/2017 5:35," HillaryClinton can illegally get the questions to the Debate & delete 33,000 emails but my son Don is being scorned by the Fake News Media? [Twitter for iPhone] link",president
7/12/2017 5:40, RT @foxandfriends: Getting the job done! Sen. Mitch McConnell delays August recess to work on health care bill https://t.co/wBjha8ldeK [Twitter for iPhone] link,president
7/12/2017 5:32," Remember, when you hear the words ""sources say"" from the Fake Media, often times those sources are made up and do not exist. [Twitter for iPhone] link",president
7/12/2017 4:55," RT @FoxNews: .@jessebwatters on @DonaldJTrumpJr meeting with Russian attorney: ""I believe Don Jr. is the victim here."" #TheFive https://t.c… [Twitter for iPhone] link",president
7/11/2017 7:57," RT @foxandfriends: FOX NEWS ALERT: U.S. flexes its defense muscles, destroys incoming test missile off coast of Alaska https://t.co/gdpnc6a… [Twitter for iPhone] link",president
7/11/2017 7:24," My son, Donald, will be interviewed by @seanhannity tonight at 10:00 P.M. He is a great person who loves our country! [Twitter for iPhone] link",president
7/11/2017 5:49, RT @foxandfriends: SEN. CRUZ: It's crazy to go an August recess without having Obamacare repealed. We should work every day until it is don… [Twitter for iPhone] link,president
7/11/2017 5:48, RT @foxandfriends: White House calls out Senate Democrats for obstructing nominees https://t.co/O6Rsx5i2CZ [Twitter for iPhone] link,president
7/10/2017 6:54, RT @foxandfriends: Head of the NYPD union slams Mayor de Blasio for skipping vigil for assassinated cop Miosotis Familia https://t.co/nVWLb… [Twitter for iPhone] link,president
7/10/2017 6:54," RT @foxandfriends: .@jasoninthehouse: Comey went silent when I asked him about his memos, which raised a lot of eyebrows. https://t.co/BfSP… [Twitter for iPhone] link",president
7/10/2017 6:52," RT @seanhannity: HRC mishandles and destroys classified info-NO PROBLEM! Pay/play on Uranium one NO PROBLEM! Lynch BC tarmac: it's a ""matte… [Twitter for iPhone] link",president
7/10/2017 6:47," If Chelsea Clinton were asked to hold the seat for her mother,as her mother gave our country away, the Fake News would say CHELSEA FOR PRES! [Twitter for iPhone] link",president
7/10/2017 5:34, RT @foxandfriends: Report accuses material James Comey leaked to a friend contained top secret information https://t.co/Hkg4cAb6o9 [Twitter for iPhone] link,president
7/10/2017 5:32, RT @foxandfriends: .@carriesheffield: The mainstream media is neglecting their duty to represent the public. They've failed to represent ha… [Twitter for iPhone] link,president
7/9/2017 7:06, ...have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election? [Twitter for iPhone] link,president
7/3/2017 3:44, Thank you to Shawn Steel for the nice words on @FoxNews. [Twitter for iPhone] link,president
7/2/2017 8:21, #FraudNewsCNN #FNN https://t.co/WYUnHjjUjg [Twitter for iPhone] link,president
7/1/2017 8:12, I am extremely pleased to see that @CNN has finally been exposed as #FakeNews and garbage journalism. It's about time! [Twitter for iPhone] link,president
7/1/2017 5:08, I am thinking about changing the name #FakeNews CNN to #FraudNewsCNN! [Twitter for iPhone] link,president
6/28/2017 6:03, RT @foxandfriends: HAPPENING TODAY: House to vote on immigration bills including 'Kate’s Law' and 'No Sanctuary for Criminals Act' https://… [Twitter for iPhone] link,president
6/28/2017 5:49, The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke! [Twitter for iPhone] link,president
6/27/2017 7:47," So they caught Fake News CNN cold, but what about NBC, CBS & ABC? What about the failing @nytimes & @washingtonpost? They are all Fake News! [Twitter for iPhone] link",president
6/27/2017 7:47," So they caught Fake News CNN cold, but what about NBC, CBS & ABC? What about the failing @nytimes & @washingtonpost? They are all Fake News! [Twitter for iPhone] link",president
6/27/2017 7:30, Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down! [Twitter for iPhone] link,president
6/27/2017 6:23, RT @foxandfriends: President Trump officially nominates former Assistant Attorney General Christopher Wray to head the FBI https://t.co/ld7… [Twitter for iPhone] link,president
6/27/2017 6:19, RT @foxandfriends: Another Dem 'queasy' over claim of Loretta Lynch meddling in Clinton case https://t.co/wdQ9MduxOO [Twitter for iPhone] link,president
6/27/2017 6:00, RT @foxandfriends: Hannity: Russia allegations 'boomeranging back' on Democrats https://t.co/lvdrpxpcp9 [Twitter for iPhone] link,president
6/27/2017 6:00, RT @foxandfriends: Mark Levin: The collusion is among the Democrats https://t.co/Qrca7r01BI [Twitter for iPhone] link,president
6/27/2017 5:33," Wow, CNN had to retract big story on ""Russia,"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS! [Twitter for iPhone] link",president
6/26/2017 9:24," From @FoxNews ""Bombshell: In 2016, Obama dismissed idea that anyone could rig an American election."" Check out his statement - Witch Hunt! [Twitter for iPhone] link",president
6/25/2017 7:07, I am on @foxandfriends - Enjoy! [Twitter for iPhone] link,president
6/23/2017 5:07, Will be on @foxandfriends. Enjoy! [Twitter for iPhone] link,president
6/22/2017 10:02, RT @foxandfriends: POTUS the predictor? President Trump foretold housing upswing in 2012 https://t.co/N3LMDZKTK1 [Twitter for iPhone] link,president
6/22/2017 10:00, RT @foxnation: .@SenTedCruz: I want to Get to a 'Yes' Vote: https://t.co/g0vafw4ef2 [Twitter for iPhone] link,president
6/20/2017 9:33," Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election."" [Twitter for iPhone] link",president
6/19/2017 6:59, Jay Sekulow on @foxandfriends now. [Twitter for iPhone] link,president
6/19/2017 6:56, RT @FoxNews: New Poll Shows @POTUS Approval at 50 Percent https://t.co/FRWlSVvxzQ [Twitter for iPhone] link,president
