HomeValue,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
128000,2,52,1720,354,1030,312,34,-117.99
120000,2,52,1630,379,1410,405,34,-117.99
123000,2,52,2710,642,1750,613,34,-117.99
116000,2,47,1550,362,1330,322,34,-117.99
101000,2,48,2240,433,1360,433,34,-117.99
127000,2,47,1530,359,982,333,34,-117.99
105000,2,45,1490,339,791,316,34,-117.99
100000,2,44,1700,358,789,249,34,-117.99
115000,2,46,2610,636,1770,596,34,-117.99
96500,2,47,2640,588,1900,521,34,-117.99
101000,2,47,2210,533,1900,554,34,-117.99
98300,1,46,2580,703,2450,687,34,-117.99
103000,2,46,2200,530,2070,497,34,-117.99
102000,3,52,1280,342,1360,329,34,-117.99
95000,2,49,2170,481,1860,484,34,-117.99
99300,2,46,1210,321,1150,282,34,-117.99
128000,3,52,3100,645,1500,581,34,-117.99
194000,4,50,1660,256,672,260,34,-117.99
190000,3,48,1950,308,823,340,34,-117.99
158000,3,50,1840,377,817,341,34,-117.99
123000,2,47,1750,371,1080,368,34,-117.99
183000,4,46,2220,361,968,373,34,-117.99
193000,4,47,1320,259,653,291,34,-117.99
181000,4,42,2040,378,869,416,34,-117.99
166000,2,44,4030,913,1620,848,34,-117.99
188000,2,43,2230,564,956,472,34,-117.99
189000,2,44,1760,463,786,445,34,-117.99
181000,2,44,2180,492,878,493,34,-117.99
113000,2,50,3250,693,2300,675,34,-117.99
121000,2,50,2190,460,1100,469,34,-117.99
122000,2,47,1670,388,895,317,34,-117.99
133000,2,47,825,187,416,173,34,-117.99
152000,1,24,873,320,529,308,34,-117.99
98700,3,43,2030,479,1070,394,34,-117.99
114000,2,49,1410,269,889,283,34,-117.99
127000,3,44,1920,387,1040,364,34,-117.99
150000,3,46,1580,315,777,286,34,-117.99
171000,5,48,2010,335,919,297,34,-117.99
115000,2,48,1260,284,791,280,34,-117.99
109000,4,43,1260,232,735,232,34,-117.99
123000,3,43,2220,550,1600,545,34,-117.99
140000,3,46,1220,322,662,305,34,-117.99
115000,2,47,949,210,574,217,34,-117.99
104000,3,40,1300,277,791,255,34,-117.99
101000,2,47,1530,331,864,308,34,-117.99
103000,3,46,1610,339,921,314,34,-117.99
114000,2,28,3890,1200,3120,1050,34,-117.99
109000,2,32,1780,489,1470,476,34,-117.99
149000,2,38,3060,796,2150,721,34,-117.99
140000,3,48,2230,433,1170,401,34,-117.99
149000,3,46,2130,409,1290,414,34,-117.99
180000,5,47,2180,380,927,371,34,-117.99
208000,4,47,2510,461,1080,426,34,-117.99
167000,2,34,397,132,250,121,34,-117.99
109000,2,44,1450,314,861,310,34,-117.99
139000,4,52,1780,320,795,279,34,-117.99
119000,2,49,1410,333,901,328,34,-117.99
119000,2,30,3110,931,2740,841,34,-117.99
159000,3,44,2530,579,1420,573,34,-117.99
156000,4,47,1830,369,922,377,34,-117.99
196000,4,46,3750,798,1500,808,34,-117.99
350000,7,33,3140,466,1210,464,34,-117.99
247000,4,33,2260,430,900,382,34,-117.99
141000,4,31,1890,450,819,426,34,-117.99
171000,1,11,1250,313,625,336,34,-117.99
313000,3,35,1360,359,655,341,34,-117.99
106000,2,37,4290,1100,1940,953,34,-117.99
267000,2,38,2320,735,1410,702,34,-117.99
188000,4,44,1530,246,608,245,34,-117.99
168000,2,34,3980,1070,2730,1040,34,-117.99
119000,2,34,5220,1580,3540,1370,34,-117.99
87500,1,27,3360,1070,2420,956,34,-117.99
353000,4,33,3250,601,1590,603,34,-117.99
332000,4,35,3780,733,1580,749,34,-117.99
301000,3,28,3090,621,1160,558,34,-117.99
100000,2,35,1140,304,1130,311,34,-117.99
103000,1,37,1970,513,1670,464,34,-117.99
109000,3,39,979,235,857,236,34,-117.99
108000,1,41,1580,416,1420,370,34,-117.99
113000,2,43,1900,398,1150,363,34,-117.99
98200,1,44,1460,326,1160,283,34,-117.99
94500,3,43,1530,384,1230,329,34,-117.99
93300,2,44,1600,388,902,321,34,-117.99
91400,2,45,1700,452,1480,427,34,-117.99
112000,5,44,222,54,234,77,34,-117.99
108000,3,49,857,196,694,228,34,-117.99
96500,2,52,1840,426,1060,343,34,-117.99
96600,4,52,1610,331,900,295,34,-117.99
107000,2,50,1990,454,1090,410,34,-117.99
112000,2,52,1980,379,1040,371,34,-117.99
120000,2,49,1990,446,1050,394,34,-117.99
97200,2,44,2260,555,1350,455,34,-117.99
93100,3,48,1120,231,783,223,34,-117.99
94000,3,52,1370,315,986,277,34,-117.99
95800,2,48,2010,445,1210,404,34,-117.99
102000,3,48,2000,410,1180,382,34,-117.99
95200,3,44,1240,270,811,274,34,-117.99
100000,1,42,2830,768,2540,725,34,-117.99
110000,1,46,1120,300,786,254,34,-117.99
92200,2,39,1310,345,1330,331,34,-117.99
93000,2,47,865,193,782,217,34,-117.99
92300,1,45,1720,416,1380,365,34,-117.99
121000,1,19,883,313,726,277,34,-117.99
100000,1,30,1160,318,1210,289,34,-117.99
103000,2,31,1070,271,1090,281,34,-117.99
107000,2,31,2020,566,2060,521,34,-117.99
100000,1,35,2310,634,1980,568,34,-117.99
107000,2,43,2660,672,2130,588,34,-117.99
98500,3,46,1430,317,1140,304,34,-117.99
99800,2,44,1520,289,1070,285,34,-117.99
124000,3,42,944,200,567,190,34,-117.99
119000,2,50,2270,451,1000,412,34,-117.99
124000,3,52,1600,325,823,302,34,-117.99
126000,3,47,2070,422,1160,380,34,-117.99
143000,4,52,1630,277,819,288,34,-117.99
136000,3,48,1540,314,819,312,34,-117.99
132000,3,41,1350,286,751,250,33.9,-117.99
120000,3,50,1840,326,892,314,34,-117.99
131000,3,43,1820,358,1070,342,34,-117.99
134000,4,44,1560,333,1100,316,34,-117.99
150000,5,44,2490,430,1310,411,34,-117.99
142000,3,43,2100,393,1130,394,33.9,-117.99
121000,2,43,2120,569,1270,500,34,-117.99
132000,2,43,2150,493,1320,462,34,-117.99
136000,3,46,1690,303,870,320,34,-117.99
139000,4,48,2020,356,1020,338,34,-117.99
134000,4,48,3140,587,1320,506,34,-117.99
113000,1,36,1720,417,902,368,34,-117.99
110000,3,43,2010,442,1100,439,34,-117.99
136000,3,39,2800,618,1520,529,34,-117.99
98400,1,41,1180,340,1240,352,34,-117.99
102000,2,34,2070,562,1910,514,34,-117.99
99000,2,34,2770,802,2780,715,34,-117.99
116000,1,31,4020,1210,3710,1010,34,-117.99
117000,4,47,2110,417,1160,368,34,-117.99
127000,3,52,2520,460,1170,413,34,-117.99
140000,4,47,1590,322,1080,339,34,-117.99
140000,4,47,2010,392,1130,415,34,-117.99
97500,2,30,1700,443,1970,442,34,-117.99
102000,2,30,1970,584,2030,535,34,-117.99
104000,2,38,1450,323,1100,297,34,-117.99
102000,2,41,656,162,730,170,34,-117.99
97500,2,43,1240,312,1100,311,34,-117.99
99200,1,45,1700,424,1500,429,34,-117.99
97000,1,39,2060,588,1930,570,34,-117.99
92500,2,44,1720,457,2180,401,34,-117.99
98200,1,43,762,206,854,188,34,-117.99
98200,2,46,1300,351,1120,323,34,-117.99
96300,2,44,1250,308,1030,295,34,-117.99
101000,2,46,1520,352,1100,334,34,-117.99
95700,2,46,1090,249,880,250,34,-117.99
96800,2,45,1550,371,1190,366,34,-117.99
90100,2,40,2180,642,2460,631,34,-117.99
101000,2,39,2570,688,2600,630,34,-117.99
97300,2,38,1820,497,2110,499,34,-117.99
86400,1,38,977,295,1070,292,34,-117.99
92600,2,42,796,203,697,177,34,-117.99
99100,2,37,1810,500,1640,447,34,-117.99
94200,1,47,1500,374,1170,358,34,-117.99
95300,2,40,1480,347,1220,298,34,-117.99
94000,2,39,1260,323,902,327,34,-117.99
90600,2,52,1330,346,1140,362,34,-117.99
90100,1,34,1460,394,1310,351,34,-117.99
91700,1,38,1130,270,999,265,34,-117.99
90900,2,34,1040,276,1080,255,34,-117.99
97900,1,39,1530,358,1150,357,34,-117.99
95100,2,38,1390,346,1240,355,34,-117.99
94400,1,44,1510,369,1090,344,34,-117.99
100000,2,39,1540,375,1260,361,34,-117.99
89800,1,37,1630,383,1240,350,34,-117.99
96700,2,42,1600,399,1580,387,34,-117.99
94800,2,40,2040,538,2150,524,34,-117.99
101000,2,42,1210,304,1170,250,34,-117.99
99100,2,39,882,221,697,189,34,-117.99
91400,2,23,1980,611,2050,600,34,-117.99
99300,2,35,1400,362,1360,327,34,-117.99
89700,2,32,721,205,842,208,34,-117.99
111000,2,39,1340,409,1460,367,34,-117.99
102000,2,40,2810,695,2360,627,34,-117.99
93200,2,39,1700,428,1470,411,34,-117.99
106000,3,43,1200,292,840,252,33.9,-117.99
108000,2,34,1090,278,995,315,33.9,-117.99
93600,2,35,2070,494,1750,490,34,-117.99
94900,2,43,1160,291,1070,299,34,-117.99
91600,2,30,1040,275,877,270,33.9,-117.99
89700,2,38,637,204,679,162,33.9,-117.99
86200,1,41,835,208,707,192,34,-117.99
101000,2,40,935,226,818,236,34,-117.99
98000,2,34,987,248,902,221,34,-117.99
88800,2,34,1260,315,1030,303,34,-117.99
98500,2,29,1580,351,1060,322,34,-117.99
89800,1,35,1410,326,1090,273,34,-117.99
93400,2,45,1080,218,850,237,33.9,-117.99
96700,2,44,1770,378,1300,399,34,-117.99
94600,2,44,1480,329,999,315,34,-117.99
99600,2,44,1100,265,760,247,33.9,-117.99
94500,2,37,1000,270,1090,273,33.9,-117.99
94200,2,41,1510,410,1410,389,33.9,-117.99
89800,2,38,1310,318,1080,285,33.9,-117.99
90300,2,44,795,181,716,167,33.9,-117.99
93200,1,35,1560,403,1590,406,33.9,-117.99
91300,3,41,570,135,466,121,33.9,-117.99
92400,2,34,721,165,661,171,33.9,-117.99
94900,2,37,973,221,842,178,33.9,-117.99
92700,2,36,1470,369,1250,347,33.9,-117.99
95400,2,36,1100,247,702,225,33.9,-117.99
105000,1,42,1430,295,775,293,33.9,-117.99
110000,3,42,657,147,526,132,33.9,-117.99
98900,2,40,1080,244,705,255,33.9,-117.99
88800,2,36,1470,346,1150,324,33.9,-117.99
88700,2,43,1310,344,1180,340,33.9,-117.99
93100,1,30,1760,397,1410,362,33.9,-117.99
96900,1,39,2080,561,1900,504,33.9,-117.99
94100,1,21,847,278,1280,277,33.9,-117.99
94200,1,32,1380,375,1270,354,33.9,-117.99
81300,1,9,456,130,438,114,33.9,-117.99
100000,3,44,1630,338,1200,355,33.9,-117.99
97400,3,42,1900,460,1500,429,33.9,-117.99
130000,3,43,2020,379,1050,352,33.9,-117.99
106000,3,47,1780,338,1000,329,33.9,-117.99
123000,2,41,936,257,913,226,33.9,-117.99
120000,3,40,1940,461,1620,433,33.9,-117.99
128000,2,41,896,198,605,168,33.9,-117.99
88400,1,38,2070,500,1660,470,33.9,-117.99
90400,2,39,1270,282,975,277,33.9,-117.99
90600,2,43,269,74,295,79,33.9,-117.99
90600,4,45,529,112,448,120,33.9,-117.99
90600,1,52,117,33,74,45,33.9,-117.99
99800,2,44,1460,312,940,312,33.9,-117.99
91300,1,43,1110,378,1310,334,33.9,-117.99
90400,1,43,793,235,736,231,33.9,-117.99
87500,1,37,2670,671,2870,683,34,-117.99
89500,1,40,1190,280,1210,286,34,-117.99
97500,1,37,649,147,653,147,34,-117.99
97400,1,36,2320,543,1940,507,34,-117.99
108000,1,21,1260,342,1170,310,34,-117.99
95700,2,28,2140,575,1800,476,34,-117.99
90200,2,37,441,125,390,98,34,-117.99
100000,1,25,764,200,801,220,34,-117.99
87500,1,40,975,270,1070,270,33.9,-117.99
100000,1,36,2450,734,2660,667,33.9,-117.99
85400,1,42,819,233,899,228,33.9,-117.99
84200,2,37,869,241,1040,233,33.9,-117.99
88300,2,34,796,180,673,144,33.9,-117.99
86300,2,37,1030,258,824,248,33.9,-117.99
89800,1,32,779,201,861,219,33.9,-117.99
90000,1,42,380,106,411,100,33.9,-117.99
95500,2,39,1220,273,1210,265,33.9,-117.99
90100,2,39,1140,258,1310,234,33.9,-117.99
97600,2,35,1090,267,1340,263,33.9,-117.99
92100,2,36,1110,307,1420,302,33.9,-117.99
92000,1,30,940,211,1070,204,33.9,-117.99
87000,1,36,501,123,487,118,33.9,-117.99
105000,1,39,2070,532,2020,535,33.9,-117.99
88700,1,32,1060,282,992,253,33.9,-117.99
500000,8,29,6450,1010,2180,960,34.1,-117.99
500000,15,32,5580,753,1570,697,34.1,-117.99
500000,12,27,2090,303,654,270,34.1,-117.99
500000,13,27,10800,1440,3510,1350,34.1,-117.99
500000,8,27,1610,200,497,197,34.1,-117.99
500000,10,20,10700,1620,3730,1510,34.1,-117.99
500000,15,36,3130,392,862,334,34.1,-117.99
500000,15,46,778,90,238,93,34.1,-117.99
500000,7,52,1500,176,384,145,34.1,-117.99
500000,12,31,6680,842,2090,796,34.1,-117.99
500000,8,35,3250,525,1070,484,34.1,-117.99
500000,11,32,8040,1140,2770,1110,34.1,-117.99
500000,13,27,6600,879,2340,868,34.1,-117.99
500000,11,29,4770,777,1500,638,34.1,-117.99
500000,9,40,3350,484,1560,523,34.1,-117.99
500000,13,37,4040,549,1320,542,34.1,-117.99
500000,15,42,2860,360,829,310,34.1,-117.99
500000,14,36,2930,366,1050,352,34.1,-117.99
500000,14,29,9010,1120,2920,1060,34.1,-118.99
500000,15,39,1490,163,414,160,34,-118.99
500000,8,37,5480,833,1930,757,34.1,-118.99
500000,5,45,1810,325,709,311,34,-118.99
500000,7,47,1990,315,819,340,34,-118.99
500000,11,14,7970,1140,2930,1100,34.1,-118.99
500000,9,33,6780,1090,2540,1050,34,-118.99
500000,9,41,1480,239,617,242,34,-118.99
500000,8,34,2100,343,662,299,34,-118.99
500000,7,24,2330,349,761,325,34.1,-118.99
500000,11,21,3760,525,1490,526,34.1,-118.99
500000,6,35,9080,1860,3650,1720,34,-118.99
500000,11,42,993,130,368,134,34,-118.99
500000,14,43,2170,254,761,256,34,-118.99
500000,9,45,1710,264,735,261,34,-118.99
500000,7,40,4350,763,1550,665,34,-118.99
500000,15,36,4150,542,1460,550,34,-118.99
500000,8,39,2600,456,928,410,34,-118.99
500000,10,38,4720,691,1660,637,34,-118.99
500000,8,45,1270,190,419,171,34.1,-117.99
500000,9,45,3030,433,916,399,34.1,-117.99
500000,10,48,3620,528,1280,516,34,-117.99
500000,15,42,1920,216,632,224,34,-117.99
500000,5,26,6580,1790,2940,1650,34.1,-117.99
500000,4,20,5450,1530,2200,1440,34.1,-117.99
500000,4,25,2690,719,1230,663,34,-117.99
338000,4,25,4080,1150,1720,1020,34,-117.99
388000,5,21,3640,1000,1490,983,34,-117.99
500000,5,22,5220,1190,2050,1120,34,-117.99
500000,4,27,4400,1030,1730,962,34,-117.99
500000,7,36,2140,434,751,396,34,-117.99
500000,7,45,1350,214,415,209,34,-117.99
500000,15,46,1400,148,410,152,34.1,-117.99
500000,10,34,3200,483,949,439,34.1,-117.99
500000,8,38,3250,656,1250,593,34.1,-117.99
500000,7,26,3540,748,1320,666,34.1,-117.99
500000,9,35,1970,332,1260,296,34.1,-117.99
500000,6,28,3910,959,1760,867,34.1,-117.99
350000,2,21,730,263,965,224,34.1,-117.99
500000,2,14,520,292,282,213,34.1,-117.99
350000,1,13,4280,1450,3810,1250,34.1,-117.99
350000,2,19,4850,1610,3750,1540,34.1,-117.99
500000,2,20,3370,1260,2670,1130,34.1,-117.99
500000,7,46,1300,215,482,226,34.1,-117.99
500000,7,43,2510,456,808,407,34.1,-117.99
500000,14,49,2420,301,850,318,34.1,-117.99
500000,9,42,2560,460,913,414,34.1,-117.99
500000,3,9,5100,1700,2610,1450,34.1,-117.99
500000,4,18,4780,1190,1890,1040,34,-117.99
500000,5,32,1880,435,798,417,34,-117.99
317000,6,15,5370,1310,2270,1230,34,-117.99
500000,7,11,3180,641,911,463,34.1,-117.99
500000,5,41,1460,267,601,267,34.1,-117.99
500000,5,22,4250,1070,1580,881,34,-117.99
500000,6,13,4830,1120,1650,807,34.1,-117.99
500000,6,40,2930,565,1080,536,34.1,-117.99
500000,7,31,1320,284,523,274,34.1,-117.99
500000,4,38,2980,664,1120,572,34.1,-117.99
500000,5,20,4600,1020,1680,932,34.1,-117.99
500000,11,44,533,90,291,97,34.1,-117.99
500000,7,52,1880,334,640,321,34.1,-117.99
500000,5,38,4890,1130,1700,937,34,-117.99
500000,7,52,1690,290,727,305,34,-117.99
477000,4,24,3830,949,1610,893,34,-117.99
305000,4,20,5940,1540,2490,1430,34,-117.99
500000,5,22,3970,871,1590,791,34,-117.99
495000,6,52,2430,435,962,412,34,-117.99
181000,2,28,801,399,936,406,34,-117.99
283000,4,22,3320,1050,1850,940,34,-117.99
278000,3,23,3770,1320,2030,1240,34,-117.99
410000,3,25,6900,2140,3140,1840,34,-117.99
275000,4,23,4100,1290,2100,1220,34,-117.99
338000,3,19,3520,1040,1820,977,34,-117.99
269000,4,21,5040,1490,2720,1420,34,-117.99
394000,3,19,3330,1010,1840,915,34,-117.99
325000,3,25,2140,718,1390,699,34,-117.99
360000,4,25,2770,850,1560,784,34,-117.99
421000,3,17,2730,897,1400,758,34,-117.99
348000,3,31,2620,707,1630,673,34,-117.99
360000,4,21,2820,648,1440,593,34,-117.99
300000,3,45,727,168,520,175,34,-117.99
336000,4,39,1660,402,931,363,34,-117.99
225000,2,49,32,7,14,7,34,-117.99
350000,1,16,18,6,3,4,34,-117.99
348000,3,31,2670,662,1540,631,34,-117.99
485000,5,52,1780,308,735,307,34,-117.99
410000,5,46,1510,276,639,273,34,-117.99
428000,5,42,2730,569,1120,516,34,-117.99
500000,6,16,9730,2210,3030,1900,34,-117.99
500000,5,33,2920,652,1120,608,34,-117.99
500000,8,52,2530,402,981,386,34,-117.99
500000,5,26,4470,923,1520,805,34,-117.99
500000,9,40,2080,268,720,282,34,-117.99
500000,13,42,1300,174,420,190,34,-117.99
500000,8,36,1830,296,871,269,34,-117.99
500000,4,33,1730,386,994,363,34,-117.99
500000,8,49,601,95,228,106,34,-117.99
413000,4,35,2460,576,1050,554,34,-117.99
500000,5,42,3110,559,1250,531,34,-117.99
500000,4,34,2110,459,859,432,34,-117.99
460000,4,25,2810,701,1140,658,34,-117.99
500000,11,52,1910,261,681,249,34,-117.99
500000,11,52,2110,332,800,327,34,-117.99
500000,5,36,3050,635,1230,577,34,-117.99
500000,7,51,1980,348,771,357,34,-117.99
500000,6,52,1360,272,574,267,34,-117.99
500000,7,45,2090,312,834,305,34,-117.99
461000,6,44,1870,286,635,283,34,-117.99
500000,9,43,3860,537,1400,511,34,-117.99
500000,11,43,1030,145,394,149,34,-117.99
500000,7,42,1470,203,577,204,34,-117.99
208000,2,35,2240,592,1790,543,34,-117.99
254000,3,31,2850,727,2120,672,34,-117.99
340000,6,45,767,130,254,118,34,-117.99
309000,2,36,3010,771,2050,758,34,-117.99
272000,3,39,2610,569,1670,553,34,-117.99
238000,4,41,101,23,85,30,34,-117.99
340000,5,52,1490,277,666,289,34,-117.99
308000,4,49,1230,279,669,269,34,-117.99
233000,3,28,1720,536,1160,481,34,-117.99
319000,3,25,3440,1050,1890,914,34,-117.99
319000,3,24,1100,318,491,287,34,-117.99
373000,7,43,1010,201,520,199,34,-117.99
327000,3,26,4380,1390,2440,1250,34,-117.99
300000,3,19,7300,2330,3870,2140,34,-117.99
184000,2,27,515,201,397,228,34,-117.99
367000,3,24,3710,1190,1760,1150,34,-117.99
281000,4,24,2610,756,1320,692,34,-117.99
320000,3,16,5830,1870,3390,1750,34,-117.99
55000,3,19,1450,509,746,437,34,-117.99
275000,3,13,6150,1980,3400,1850,34,-117.99
222000,3,36,2100,569,1760,527,34,-117.99
231000,4,39,1370,375,1240,370,34,-117.99
203000,3,43,888,170,514,161,34,-117.99
143000,3,42,1810,424,1090,382,34,-117.99
186000,3,43,912,255,705,246,34,-117.99
333000,2,25,542,161,442,131,34,-117.99
289000,4,43,1470,278,727,290,34,-117.99
427000,5,45,1260,223,637,221,34,-117.99
374000,5,45,1740,311,788,306,34,-117.99
341000,3,39,1730,429,855,387,34,-117.99
373000,3,26,1710,516,894,435,34,-117.99
344000,3,44,904,176,358,158,34,-117.99
352000,3,25,2060,659,1350,588,34,-117.99
347000,4,36,1550,388,867,352,34,-117.99
358000,4,37,1190,205,488,224,34,-117.99
331000,4,37,975,189,489,202,34,-117.99
344000,3,30,1040,303,606,274,34,-117.99
318000,3,41,1240,320,711,304,34,-117.99
354000,4,41,2080,528,993,481,34,-117.99
351000,4,41,1160,265,561,251,34,-117.99
386000,6,37,1590,308,783,321,34,-117.99
400000,5,43,1410,246,651,240,34,-117.99
419000,5,41,1310,221,534,228,34,-117.99
440000,6,37,1330,250,626,228,34,-117.99
354000,6,40,1360,240,559,229,34,-117.99
406000,6,36,2420,418,1120,417,34,-117.99
500000,4,32,2240,490,921,461,34,-117.99
490000,5,43,1490,242,675,247,34,-117.99
466000,6,39,3280,632,1320,617,34,-117.99
500000,4,38,2170,437,830,368,34,-117.99
500000,8,42,1530,244,634,242,34,-117.99
500000,4,41,2400,516,1000,514,34,-117.99
374000,5,44,629,131,326,156,34,-117.99
464000,4,20,4370,1310,2170,1190,34,-117.99
341000,4,21,3240,815,1420,781,34,-117.99
414000,5,34,2240,444,973,413,34,-117.99
395000,3,28,3170,737,1250,665,34,-117.99
450000,2,34,3000,942,2630,947,34,-117.99
307000,3,34,1430,357,805,362,34,-117.99
349000,3,22,3290,1130,1660,898,34,-117.99
302000,3,26,2660,842,1750,789,34,-117.99
310000,4,35,1730,442,1160,420,34,-117.99
225000,3,19,4700,1470,2640,1330,34,-117.99
316000,3,27,2220,618,1590,625,34,-117.99
420000,5,33,2730,535,1280,510,34,-117.99
394000,4,32,1300,356,703,311,34,-117.99
413000,3,27,3130,1020,2240,1000,34,-117.99
447000,6,41,1530,279,746,285,34,-117.99
500000,5,31,2530,528,1050,504,34,-117.99
420000,6,42,2060,396,907,393,34,-117.99
362000,3,44,1460,338,821,341,34,-117.99
356000,5,44,1800,353,835,314,34,-117.99
335000,5,39,1910,359,867,345,34,-117.99
321000,4,40,1290,346,806,311,34,-117.99
324000,3,30,2150,597,1340,559,34,-117.99
243000,3,22,5820,1710,3340,1590,34,-117.99
324000,4,41,1560,377,874,368,34,-117.99
335000,3,42,1590,369,952,362,34,-117.99
344000,4,29,2000,489,960,449,34,-117.99
459000,4,31,1930,456,1000,410,34,-117.99
311000,3,28,6130,1960,3590,1820,34,-117.99
343000,6,43,513,98,266,103,34,-117.99
346000,3,39,4100,1100,2050,1050,34,-117.99
327000,5,37,388,83,248,84,34,-117.99
347000,5,36,1390,260,679,247,34,-117.99
297000,4,39,711,148,347,153,34,-117.99
288000,3,38,1240,390,891,376,34,-117.99
264000,2,41,2330,636,1840,537,34,-117.99
236000,2,39,614,174,538,159,34,-117.99
321000,3,34,1880,501,1490,526,34,-117.99
306000,3,37,2590,765,1800,737,34,-117.99
300000,2,31,1310,376,1180,330,34,-117.99
285000,3,41,1150,310,833,270,34,-117.99
239000,2,33,854,235,645,198,34,-117.99
425000,2,40,1900,679,865,587,34,-118.99
388000,3,46,2220,686,1110,590,34,-117.99
414000,3,50,1570,501,764,478,34,-117.99
413000,3,52,1520,447,636,408,34,-117.99
359000,3,52,2170,622,1100,570,34,-117.99
268000,3,37,2160,721,1080,637,34,-117.99
500000,3,24,1440,454,665,416,34,-117.99
350000,2,52,709,329,388,313,34,-118.99
363000,4,52,1010,244,573,242,34,-117.99
335000,4,52,1160,253,528,253,34,-117.99
336000,4,44,1120,287,531,256,34,-117.99
326000,4,44,941,230,493,206,34,-117.99
372000,4,52,888,206,376,194,34,-117.99
348000,4,46,1780,362,896,334,34,-117.99
346000,4,43,1610,408,862,354,34,-117.99
327000,5,48,1920,408,1140,433,34,-117.99
325000,3,33,3130,785,1720,713,34,-117.99
339000,3,52,1830,472,779,424,34,-117.99
304000,3,41,885,285,562,268,34,-117.99
361000,4,37,1830,460,1080,453,34,-117.99
467000,5,32,2390,591,1010,556,34,-117.99
500000,4,35,1210,300,478,265,34,-117.99
500000,4,27,2220,520,806,458,34,-117.99
500000,5,29,2740,808,1160,696,34,-118.99
343000,5,45,1130,269,654,264,34,-117.99
421000,6,26,1920,405,953,371,34,-117.99
500000,4,19,2520,726,964,663,34,-117.99
500000,4,19,1660,427,648,378,34,-117.99
500000,6,18,9430,2470,3410,2000,34,-117.99
500000,10,19,2460,521,777,447,34,-117.99
500000,12,16,895,181,237,149,34,-117.99
322000,6,10,1530,339,705,268,34,-117.99
272000,3,35,684,161,381,159,34,-117.99
271000,3,30,3550,934,3740,880,34,-117.99
276000,3,18,1310,441,884,456,34,-117.99
288000,3,14,3770,1180,2360,978,34,-117.99
285000,4,35,1700,482,1430,494,34,-117.99
324000,4,35,2240,495,1140,465,34,-117.99
352000,8,19,8320,1590,2930,1540,34,-117.99
320000,3,45,1900,461,1260,415,34,-117.99
303000,4,43,2480,548,1210,493,34,-117.99
367000,4,23,5550,1250,2850,1230,34,-117.99
450000,4,3,475,155,236,153,34,-117.99
301000,5,42,2560,558,1330,541,34,-117.99
304000,4,43,1430,308,782,303,34,-117.99
215000,1,39,3010,822,3210,777,34,-117.99
249000,4,38,740,171,599,194,34,-117.99
264000,5,35,1720,419,1080,394,34,-117.99
266000,3,35,1060,305,1030,307,34,-117.99
276000,4,36,1090,234,632,215,34,-117.99
277000,3,39,1610,380,1110,356,34,-117.99
307000,4,33,3330,777,1700,735,34,-117.99
357000,6,38,993,175,374,180,34,-117.99
363000,7,43,2720,458,1150,434,34,-117.99
361000,6,44,1100,186,513,185,34,-117.99
346000,5,43,2700,510,1150,506,34,-117.99
351000,7,46,2200,352,839,335,34,-117.99
341000,6,45,1360,252,581,263,34,-117.99
329000,4,45,1440,374,662,292,34,-117.99
316000,3,40,1110,234,584,231,34,-117.99
332000,4,39,303,69,131,73,34,-117.99
286000,3,32,6700,1780,2730,1540,34,-117.99
387000,6,37,1630,275,668,266,34,-117.99
364000,6,44,2300,388,849,360,34,-117.99
364000,7,44,1880,314,877,320,34,-117.99
356000,6,44,1800,306,753,282,34,-117.99
366000,6,43,1460,224,581,232,34,-117.99
352000,5,44,2790,503,3730,474,34,-117.99
365000,5,44,1460,240,562,237,34,-117.99
366000,6,44,1280,216,494,209,34,-117.99
422000,6,38,1100,216,415,163,34,-117.99
500000,6,13,1860,345,800,355,34,-117.99
500000,6,33,2800,491,978,447,34,-117.99
500000,9,20,1900,270,704,254,34,-117.99
500000,8,16,70,7,17,4,34,-117.99
356000,5,24,4390,966,1260,579,34,-117.99
283000,5,16,14900,3980,6270,3600,34,-117.99
411000,6,35,913,161,451,172,34,-117.99
432000,6,39,714,118,314,117,34,-117.99
457000,6,36,2530,452,996,441,34,-117.99
435000,8,38,1090,174,502,180,34,-117.99
456000,5,37,1360,248,494,242,34,-117.99
377000,6,44,2830,453,1220,461,34,-117.99
331000,6,43,2420,454,1030,409,34,-117.99
288000,6,41,1830,355,847,348,34,-117.99
295000,6,42,1860,337,813,326,34,-117.99
299000,5,44,2400,458,1290,450,34,-117.99
400000,3,35,3260,967,2000,920,34,-117.99
188000,3,29,1820,588,1400,523,34,-117.99
248000,3,5,6960,2060,3590,1570,34,-117.99
303000,4,44,1140,228,497,228,34,-117.99
267000,4,15,412,128,310,137,34,-117.99
284000,4,32,1040,219,567,222,34,-117.99
290000,5,45,2040,394,1090,387,33.9,-117.99
500000,6,24,3100,791,1080,639,34,-117.99
500000,6,36,2720,547,1090,519,34,-117.99
500000,6,37,2080,332,771,327,34,-117.99
176000,2,37,1760,409,1310,357,33.9,-117.99
160000,3,41,620,133,642,162,33.9,-117.99
162000,4,42,1270,309,1200,348,33.9,-117.99
156000,4,41,2480,532,1420,470,33.9,-117.99
151000,2,31,2030,618,2230,593,33.9,-117.99
163000,3,23,2500,532,1740,505,33.9,-117.99
